session_id,user_id,point_id,kwh_delivered,duration_min,status,anomaly_flag,kwh_por_min,z_kwh_delivered,z_duration_min,z_kwh_por_min,z_max_abs,anomaly_predicted
S000020,U0001,P002,18.337,128,concluida,False,0.1432578125,0.10732933287739282,0.38139479887734457,-0.3838110132864438,0.3838110132864438,False
S000021,U0001,P002,9.441,58,concluida,False,0.16277586206896552,-0.6682510901874407,-0.7775338334325026,-0.013499288275291675,0.7775338334325026,False
S000022,U0001,P002,9.797,60,concluida,False,0.16328333333333334,-0.6372139239766627,-0.7444215867950784,-0.0038711459428508216,0.7444215867950784,False
S000023,U0001,P002,28.234,176,concluida,False,0.16042045454545456,0.9701799901472511,1.1760887181755255,-0.05818792481418428,1.1760887181755255,False
S000024,U0001,P002,10.348,71,concluida,False,0.14574647887323944,-0.58917606279088,-0.5623042302892453,-0.3365940854681593,0.58917606279088,False
S000025,U0001,P002,15.651,109,concluida,False,0.14358715596330274,-0.12684434252190382,0.06682845582181461,-0.3775624511242334,0.3775624511242334,False
S000026,U0001,P002,12.375,80,concluida,False,0.1546875,-0.4124560181019841,-0.4132991204208364,-0.16695802910336618,0.4132991204208364,False
S000027,U0001,P002,23.496,151,concluida,False,0.15560264900662252,0.5571066937802115,0.762185635207723,-0.1495951053087943,0.762185635207723,False
S000029,U0001,P002,28.16,168,concluida,False,0.1676190476190476,0.9637284443618646,1.0436397316258286,0.07838942167304777,1.0436397316258286,False
S000030,U0001,P002,23.24,144,concluida,False,0.1613888888888889,0.5347878326848207,0.6462927719767382,-0.03981402987093993,0.6462927719767382,False
S000031,U0001,P002,21.152,136,concluida,False,0.1555294117647059,0.3527496218755389,0.5138437854270413,-0.15098461962954535,0.5138437854270413,False
S000032,U0001,P002,2.403,17,concluida,False,0.1413529411764706,-1.2818454042083824,-1.4563348894996988,-0.4199517241319607,1.4563348894996988,False
S000033,U0001,P002,40.457,235,concluida,False,0.17215744680851064,2.0358184244010125,2.1528999939795397,0.16449548604699654,2.1528999939795397,False
S000034,U0001,P002,9.923,70,concluida,False,0.14175714285714286,-0.626228859531275,-0.5788603536079574,-0.4122828932329886,0.626228859531275,False
S000035,U0001,P002,16.526,105,concluida,False,0.1573904761904762,-0.05055917276226697,0.0006039625469662014,-0.11567504756248263,0.11567504756248263,False
S000036,U0001,P002,27.417,176,concluida,False,0.1557784090909091,0.8989514373545388,1.1760887181755255,-0.1462604473159303,1.1760887181755255,False
S000037,U0001,P002,11.663,68,concluida,False,0.17151470588235296,-0.47453035052354003,-0.6119726002453816,0.15230090173365568,0.6119726002453816,False
S000038,U0001,P002,2.877,18,concluida,False,0.15983333333333333,-1.240520637961448,-1.4397787661809867,-0.06932724834561722,1.4397787661809867,False
S000039,U0001,P002,30.156,214,concluida,False,0.1409158878504673,1.1377458144649903,1.8052214042865855,-0.42824384217901623,1.8052214042865855,False
S000040,U0001,P002,9.514,59,concluida,False,0.1612542372881356,-0.6618867274532082,-0.7609777101137906,-0.0423687455137237,0.7609777101137906,False
S000041,U0001,P002,13.277,90,concluida,False,0.14752222222222222,-0.33381690596119284,-0.24773788723371534,-0.3029032917023482,0.33381690596119284,False
S000042,U0001,P002,5.482,32,concluida,False,0.1713125,-1.0134087897056148,-1.2079930397190173,0.14846449334474654,1.2079930397190173,False
S000043,U0001,P002,8.656,52,concluida,False,0.16646153846153847,-0.7366897853432292,-0.8768705733447753,0.056428251253900434,0.8768705733447753,False
S000044,U0001,P002,14.343,97,concluida,False,0.1478659793814433,-0.24087977343116665,-0.13184502400273063,-0.2963812616108528,0.2963812616108528,False
S000045,U0001,P002,24.774,161,concluida,False,0.15387577639751554,0.6685266331548585,0.927746868394844,-0.18235868511697936,0.927746868394844,False
S000046,U0001,P002,43.744,293,concluida,False,0.14929692832764505,2.322389113543785,3.113155146464842,-0.2692321773338349,3.113155146464842,True
S000047,U0001,P002,19.581,118,concluida,False,0.16594067796610168,0.21578504851280791,0.21583356569022355,0.0465460779417654,0.21583356569022355,False
S000048,U0001,P002,14.49,87,concluida,False,0.16655172413793104,-0.22806386491154762,-0.29740625718985164,0.058139324549325085,0.29740625718985164,False
S000049,U0001,P002,27.663,160,concluida,False,0.17289375,0.9203984679383908,0.9111907450761318,0.17846520694601453,0.9203984679383908,False
S000051,U0001,P002,18.942,114,concluida,False,0.16615789473684212,0.1600750788254846,0.14960907241537513,0.05066728466326806,0.1600750788254846,False
S000052,U0001,P002,41.508,246,concluida,False,0.16873170731707318,2.1274478111637305,2.335017350485373,0.09949967301606014,2.335017350485373,False
S000053,U0001,P002,5.777,36,concluida,False,0.16047222222222224,-0.9876897896152228,-1.141768546444169,-0.057205747900660096,1.141768546444169,False
S000054,U0001,P002,35.358,242,concluida,False,0.14610743801652892,1.5912720465674253,2.2687928572105247,-0.3297456858605154,2.2687928572105247,False
S000055,U0001,P002,27.307,178,concluida,False,0.15341011235955054,0.8893613017276126,1.2092009648129498,-0.19119362800229023,1.2092009648129498,False
S000056,U0001,P002,11.243,69,concluida,False,0.16294202898550725,-0.5111472320081657,-0.5954164769266695,-0.010346639375260609,0.5954164769266695,False
S000057,U0002,P001,26.979,88,concluida,False,0.30657954545454547,-0.2832559205216594,-0.24171973662371044,-0.18615093689994303,0.2832559205216594,False
S000058,U0002,P001,26.114,93,concluida,False,0.2807956989247312,-0.319600408075179,-0.15939407061207322,-0.40337736921998407,0.40337736921998407,False
S000059,U0002,P001,30.505,96,concluida,False,0.31776041666666666,-0.13510486489887302,-0.1099986710050909,-0.09195317006051884,0.13510486489887302,False
S000060,U0002,P001,12.13,44,concluida,False,0.2756818181818182,-0.90716262073231,-0.9661855975261179,-0.44646132365667535,0.9661855975261179,False
S000061,U0002,P001,29.267,85,concluida,False,0.3443176470588235,-0.1871215996864537,-0.29111513623069274,0.13178894707157368,0.29111513623069274,False
S000062,U0002,P001,9.255,30,concluida,False,0.30850000000000005,-1.0279607730055689,-1.1966974623587021,-0.16997129167674013,1.1966974623587021,False
S000063,U0002,P001,56.655,187,concluida,False,0.3029679144385027,0.963633111430073,1.3883284504067064,-0.2165785815713539,1.3883284504067064,False
S000064,U0002,P001,57.542,178,concluida,False,0.32326966292134834,1.000901967453162,1.2401422515857594,-0.04553829913374588,1.2401422515857594,False
S000065,U0002,P001,31.976,97,concluida,False,0.32964948453608245,-0.07329822768358127,-0.09353353780276347,0.008211085644994386,0.09353353780276347,False
S000066,U0002,P001,40.613,135,concluida,False,0.300837037037037,0.2896004301195968,0.5321415238856794,-0.23453101916039046,0.5321415238856794,False
S000067,U0002,P001,66.544,195,concluida,False,0.341251282051282,1.3791367385014666,1.5200495160253258,0.10595511618799952,1.5200495160253258,False
S000068,U0002,P001,21.966,78,concluida,False,0.28161538461538466,-0.493885881337606,-0.40637106864698486,-0.39647159594839154,0.493885881337606,False
S000069,U0002,P001,46.575,140,concluida,False,0.33267857142857143,0.5401042853728732,0.6144671898973165,0.033730851987146995,0.6144671898973165,False
S000070,U0002,P001,7.346,25,concluida,False,0.29384,-1.108170746115013,-1.2790231283703393,-0.2934803846326528,1.2790231283703393,False
S000071,U0002,P001,26.986,90,concluida,False,0.29984444444444447,-0.28296180328134185,-0.20878947021905556,-0.2428935164854834,0.28296180328134185,False
S000072,U0002,P001,12.171,36,concluida,False,0.3380833333333333,-0.905439934039022,-1.0979066631447374,0.07926545229409142,1.0979066631447374,False
S000073,U0002,P001,41.639,137,concluida,False,0.30393430656934306,0.33270961420041906,0.5650717902903342,-0.20843682062184327,0.5650717902903342,False
S000074,U0002,P001,37.295,115,concluida,False,0.32430434782608697,0.15018885820910197,0.2028388598391305,-0.036821178118777116,0.2028388598391305,False
S000076,U0002,P001,15.115,47,concluida,False,0.32159574468085106,-0.7817426261112048,-0.9167901979191355,-0.05964089964985612,0.9167901979191355,False
S000078,U0002,P001,24.791,87,concluida,False,0.28495402298850575,-0.37518856649518645,-0.2581848698260379,-0.36834388809218493,0.37518856649518645,False
S000079,U0002,P001,14.773,45,concluida,False,0.3282888888888889,-0.7961123541381456,-0.9497204643237904,-0.003251802094748898,0.9497204643237904,False
S000080,U0002,P001,16.089,58,concluida,False,0.2773965517241379,-0.7408183129584557,-0.7356737326935336,-0.43201485814010054,0.7408183129584557,False
S000081,U0002,P001,29.922,106,concluida,False,0.2822830188679245,-0.15960062934245903,0.054652661018183515,-0.39084684144924453,0.39084684144924453,False
S000082,U0002,P001,39.266,133,concluida,False,0.2952330827067669,0.23300386973278642,0.49921125748102446,-0.2817437965340615,0.49921125748102446,False
S000083,U0002,P001,41.549,143,concluida,False,0.2905524475524475,0.32892810682490825,0.6638625895042989,-0.3211776984690917,0.6638625895042989,False
S000084,U0002,P001,8.786,30,concluida,False,0.29286666666666666,-1.0476666281068414,-1.1966974623587021,-0.3016806245469607,1.1966974623587021,False
S000085,U0002,P001,61.55,195,concluida,False,0.31564102564102564,1.1693050959092388,1.5200495160253258,-0.10980883603567725,1.5200495160253258,False
S000086,U0002,P001,140.735,130,concluida,True,1.082576923076923,4.496401335129415,0.4498158578740421,6.351552490542508,6.351552490542508,True
S000087,U0002,P001,32.859,112,concluida,False,0.2933839285714286,-0.036197438654959384,0.15344346023214817,-0.29732274264533776,0.29732274264533776,False
S000088,U0002,P001,8.436,28,concluida,False,0.30128571428571427,-1.0623724901227165,-1.229627728763357,-0.2307509564036318,1.229627728763357,False
S000089,U0002,P001,29.278,105,concluida,False,0.2788380952380952,-0.1866594154516691,0.03818752781585607,-0.41986999239212336,0.41986999239212336,False
S000090,U0002,P001,20.255,61,concluida,False,0.33204918032786884,-0.5657765382209264,-0.6862783330865514,0.028428292371710413,0.6862783330865514,False
S000091,U0002,P001,12.24,44,concluida,False,0.2781818181818182,-0.9025407783844637,-0.9661855975261179,-0.42539906360280216,0.9661855975261179,False
S000092,U0002,P001,31.804,92,concluida,False,0.345695652173913,-0.08052510844566843,-0.17585920381440068,0.14339850790740674,0.17585920381440068,False
S000093,U0002,P001,70.393,206,concluida,False,0.34171359223300973,1.5408592039274749,1.7011659812509277,0.10985003509724046,1.7011659812509277,False
S000094,U0002,P001,15.054,51,concluida,False,0.2951764705882353,-0.7843056477768288,-0.8509296651098258,-0.2822207481991467,0.8509296651098258,False
S000095,U0002,P001,10.673,34,concluida,False,0.31391176470588233,-0.9683810234669669,-1.1308369295493923,-0.12437769344247412,1.1308369295493923,False
S000096,U0002,P001,9.635,34,concluida,False,0.2833823529411765,-1.0119944085311905,-1.1308369295493923,-0.3815850573944779,1.1308369295493923,False
S000097,U0002,P001,43.876,129,concluida,False,0.3401240310077519,0.4267010808561685,0.43335072467171465,0.096458134338067,0.43335072467171465,False
S000098,U0002,P001,17.764,63,concluida,False,0.281968253968254,-0.6704402590253395,-0.6533480666818965,-0.3934987055183213,0.6704402590253395,False
S000099,U0002,P001,17.82,52,concluida,False,0.3426923076923077,-0.6680873211027996,-0.8344645319074984,0.11809561890623221,0.8344645319074984,False
S000100,U0002,P001,35.927,109,concluida,False,0.329605504587156,0.09270994610133904,0.10404806062516583,0.007840558796416283,0.10404806062516583,False
S000101,U0002,P001,28.457,90,concluida,False,0.3161888888888889,-0.22115516606605007,-0.20878947021905556,-0.10519314075549496,0.22115516606605007,False
S000102,U0002,P001,20.984,64,concluida,False,0.327875,-0.5351463284792896,-0.636882933479569,-0.006738776259223382,0.636882933479569,False
S000103,U0002,P001,44.646,143,concluida,False,0.31220979020979023,0.4590539772910936,0.6638625895042989,-0.13871666521917478,0.6638625895042989,False
S000104,U0002,P001,18.117,60,concluida,False,0.30195,-0.6556083467636141,-0.7027434662888788,-0.22515441301788827,0.7027434662888788,False
S000105,U0002,P001,44.694,129,concluida,False,0.3464651162790698,0.46107078122469936,0.43335072467171465,0.1498811691413798,0.46107078122469936,False
S000106,U0002,P001,34.91,108,concluida,False,0.3232407407407407,0.04997891275806786,0.0875829274228384,-0.04578196572945905,0.0875829274228384,False
S000107,U0002,P001,56.627,50,concluida,True,1.13254,0.9624566424688031,-0.8673947983121533,6.772486618240714,6.772486618240714,True
S000108,U0002,P001,19.76,60,concluida,False,0.32933333333333337,-0.5865748287862352,-0.7027434662888788,0.005547542105536009,0.7027434662888788,False
S000109,U0002,P001,29.594,96,concluida,False,0.3082708333333333,-0.1733821228887647,-0.1099986710050909,-0.17190199884834564,0.1733821228887647,False
S000110,U0002,P001,51.952,163,concluida,False,0.31872392638036806,0.7660283426853298,0.9931652535508477,-0.0838356931987541,0.9931652535508477,False
S000111,U0002,P001,18.877,64,concluida,False,0.294953125,-0.6236756178148571,-0.636882933479569,-0.28410241334366587,0.636882933479569,False
S000112,U0002,P001,3.199,11,concluida,False,0.2908181818181818,-1.2824142026288232,-1.5095349932029234,-0.3189389127850435,1.5095349932029234,False
S000113,U0002,P001,17.537,54,concluida,False,0.32475925925925925,-0.6799780609613499,-0.8015342655028435,-0.03298859295599525,0.8015342655028435,False
S000114,U0002,P001,40.274,116,concluida,False,0.3471896551724138,0.27535675233850654,0.21930399304145792,0.15598533977768259,0.27535675233850654,False
S000115,U0002,P001,20.524,62,concluida,False,0.33103225806451614,-0.554474032843011,-0.6698131998842239,0.01986081990558724,0.6698131998842239,False
S000116,U0002,P001,34.226,113,concluida,False,0.30288495575221236,0.02123945670418655,0.1699085934344756,-0.2172775005411037,0.2172775005411037,False
S000117,U0002,P001,93.208,71,concluida,True,1.312788732394366,2.4994713236194404,-0.521627001063277,8.291064888669165,8.291064888669165,True
S000118,U0002,P001,34.875,110,concluida,False,0.3170454545454545,0.048508326556480505,0.12051319382749327,-0.09797665731077436,0.12051319382749327,False
S000119,U0002,P001,93.035,269,concluida,False,0.34585501858736056,2.4922024261087365,2.7384693729975567,0.14474115464496087,2.7384693729975567,False
S000120,U0002,P001,6.164,18,concluida,False,0.34244444444444444,-1.1578345429800536,-1.3942790607866313,0.1160073948325149,1.3942790607866313,False
S000121,U0002,P001,14.001,46,concluida,False,0.3043695652173913,-0.8285492840703043,-0.933255331121463,-0.20476980828748773,0.933255331121463,False
S000122,U0002,P001,37.531,113,concluida,False,0.33213274336283183,0.16010481088266326,0.1699085934344756,0.029132302921022934,0.1699085934344756,False
S000123,U0002,P001,24.35,81,concluida,False,0.3006172839506173,-0.3937179526351889,-0.35697566904000255,-0.2363824178219156,0.3937179526351889,False
S000124,U0002,P001,8.858,31,concluida,False,0.285741935483871,-1.0446414222064329,-1.1802323291563745,-0.3617058009413533,1.1802323291563745,False
S000125,U0002,P001,56.184,175,concluida,False,0.32105142857142854,0.9438432228315669,1.190746851978777,-0.06422671062912393,1.190746851978777,False
S000126,U0002,P001,35.327,104,concluida,False,0.33968269230769227,0.06749989693126757,0.02172239461352863,0.09273989814906927,0.09273989814906927,False
S000127,U0002,P001,32.204,108,concluida,False,0.29818518518518516,-0.06371840899895406,0.0875829274228384,-0.25687261649161,0.25687261649161,False
S000128,U0002,P001,30.882,97,concluida,False,0.31837113402061856,-0.11926455067034472,-0.09353353780276347,-0.0868079349691795,0.11926455067034472,False
S000129,U0003,P001,53.423,159,concluida,False,0.33599371069182393,0.8278349799006217,0.9273047207415379,0.061660582098118824,0.9273047207415379,False
S000130,U0003,P001,49.95,160,concluida,False,0.3121875,0.681910811954525,0.9437698539438654,-0.1389044580972776,0.9437698539438654,False
S000131,U0003,P001,14.713,44,concluida,False,0.3343863636363636,-0.7986333590551526,-0.9661855975261179,0.048118837426545644,0.9661855975261179,False
S000132,U0003,P001,22.785,66,concluida,False,0.3452272727272727,-0.45947416422045856,-0.6039526670749141,0.13945245602379586,0.6039526670749141,False
S000133,U0003,P001,32.448,104,concluida,False,0.312,-0.053466322336458365,0.02172239461352863,-0.14048412760131815,0.14048412760131815,False
S000134,U0003,P001,106.534,340,concluida,False,0.3133352941176471,3.0593865156867266,3.907493830362805,-0.12923440281960202,3.907493830362805,True
S000135,U0003,P001,78.303,236,concluida,False,0.33179237288135593,1.8732116854862497,2.195119977320751,0.02626471428282002,2.195119977320751,False
S000136,U0003,P001,36.933,131,concluida,False,0.28193129770992365,0.13497879520982548,0.46628099107636956,-0.3938100584477499,0.46628099107636956,False
S000137,U0003,P001,20.017,63,concluida,False,0.3177301587301587,-0.5757765243917214,-0.6533480666818965,-0.09220809027148853,0.6533480666818965,False
S000138,U0003,P001,27.793,85,concluida,False,0.3269764705882353,-0.24905428714759584,-0.29111513623069274,-0.014308800313880219,0.29111513623069274,False
S000139,U0003,P001,48.945,151,concluida,False,0.3241390728476821,0.6396839795946553,0.7955836551229184,-0.038213603949001605,0.7955836551229184,False
S000140,U0003,P001,3.979,13,concluida,False,0.3060769230769231,-1.2496411387077304,-1.4766047267982685,-0.19038548219049453,1.4766047267982685,False
S000141,U0003,P001,10.679,31,concluida,False,0.34448387096774197,-0.9681289229752661,-1.1802323291563745,0.13318936755029848,1.1802323291563745,False
S000142,U0003,P001,23.439,79,concluida,False,0.2966962025316456,-0.43199521062508073,-0.3899059354446574,-0.2694171524374327,0.43199521062508073,False
S000143,U0003,P001,49.873,147,concluida,False,0.3392721088435374,0.6786755223110323,0.7297231223136086,0.08928077187072948,0.7297231223136086,False
S000144,U0003,P001,28.221,84,concluida,False,0.3359642857142857,-0.23107111873961153,-0.3075802694330202,0.061412679486523104,0.3075802694330202,False
S000145,U0003,P001,12.797,46,concluida,False,0.27819565217391307,-0.8791374494049141,-0.933255331121463,-0.425282513547168,0.933255331121463,False
S000146,U0003,P001,41.602,126,concluida,False,0.3301746031746032,0.33115499450159774,0.38395532506473234,0.012635159774458135,0.38395532506473234,False
S000147,U0003,P001,30.924,93,concluida,False,0.3325161290322581,-0.11749984722843981,-0.15939407061207322,0.032362290389176505,0.15939407061207322,False
S000148,U0003,P001,30.158,102,concluida,False,0.2956666666666667,-0.14968467666889756,-0.011207871791126254,-0.27809089328662256,0.27809089328662256,False
S000149,U0003,P001,28.703,86,concluida,False,0.33375581395348836,-0.21081904590632083,-0.27465000302836534,0.042806516867503454,0.27465000302836534,False
S000150,U0003,P001,28.817,102,concluida,False,0.28251960784313723,-0.20602913656400723,-0.011207871791126254,-0.3888536020405206,0.3888536020405206,False
S000151,U0003,P001,11.47,40,concluida,False,0.28675,-0.9348936748193888,-1.0320461303354276,-0.35321295414543696,1.0320461303354276,False
S000152,U0003,P001,30.585,105,concluida,False,0.2912857142857143,-0.1317435250095301,0.03818752781585607,-0.31499999661912403,0.31499999661912403,False
S000153,U0003,P001,45.307,149,concluida,False,0.3040738255033557,0.486827048126789,0.7626533887182635,-0.2072613869935978,0.7626533887182635,False
S000154,U0003,P001,9.974,36,concluida,False,0.27705555555555555,-0.9977507307501001,-1.0979066631447374,-0.4348877181321229,1.0979066631447374,False
S000155,U0003,P001,19.538,66,concluida,False,0.29603030303030303,-0.5959025469791617,-0.6039526670749141,-0.2750272918242412,0.6039526670749141,False
S000156,U0003,P001,38.366,124,concluida,False,0.30940322580645163,0.19518879597767935,0.35102505866007744,-0.16236170094759914,0.35102505866007744,False
S000157,U0003,P001,47.072,140,concluida,False,0.33622857142857143,0.5609866094354158,0.6144671898973165,0.06363926126364686,0.6144671898973165,False
S000158,U0003,P001,35.831,121,concluida,False,0.29612396694214876,0.08867633823412777,0.30162965905309513,-0.27423818235665803,0.30162965905309513,False
S000159,U0003,P001,42.008,131,concluida,False,0.32067175572519085,0.348213794440013,0.46628099107636956,-0.06742541791826488,0.46628099107636956,False
S000160,U0003,P001,20.992,76,concluida,False,0.27621052631578946,-0.5348101944903553,-0.43930133505163976,-0.44200700837255497,0.5348101944903553,False
S000161,U0003,P001,57.166,190,concluida,False,0.3008736842105263,0.9851036699732504,1.4377238500136886,-0.23422227024108222,1.4377238500136886,False
S000162,U0003,P001,6.719,24,concluida,False,0.27995833333333336,-1.1345152474977376,-1.2954882615726666,-0.4104320939584588,1.2954882615726666,False
S000163,U0003,P001,7.427,24,concluida,False,0.30945833333333334,-1.1047673894770533,-1.2954882615726666,-0.16189742532275583,1.2954882615726666,False
S000164,U0003,P001,19.577,65,concluida,False,0.3011846153846154,-0.5942638937831071,-0.6204178002772416,-0.23160270494207402,0.6204178002772416,False
S000165,U0003,P001,52.626,160,concluida,False,0.3289125,0.7943476312530433,0.9437698539438654,0.0020020616631337166,0.9437698539438654,False
S000166,U0003,P001,26.193,91,concluida,False,0.28783516483516486,-0.31628108493445284,-0.1923243370167281,-0.34407054456161273,0.34407054456161273,False
S000167,U0003,P001,29.081,104,concluida,False,0.279625,-0.19493671492917586,0.02172239461352863,-0.4132403952989754,0.4132403952989754,False
S000168,U0003,P001,15.652,47,concluida,False,0.33302127659574465,-0.7591796321039909,-0.9167901979191355,0.03661811012827036,0.9167901979191355,False
S000169,U0003,P001,37.534,108,concluida,False,0.34753703703703703,0.16023086112851362,0.0875829274228384,0.15891199864596023,0.16023086112851362,False
S000170,U0003,P001,54.454,161,concluida,False,0.33822360248447203,0.8711542477245277,0.9602349871461928,0.08044720642961947,0.9602349871461928,False
S000171,U0003,P001,6.644,22,concluida,False,0.302,-1.1376665036439966,-1.3284185279773215,-0.22473316781681085,1.3284185279773215,False
S000172,U0003,P001,11.521,37,concluida,False,0.3113783783783784,-0.9327508206399326,-1.08144152994241,-0.14572123010119997,1.08144152994241,False
S000173,U0003,P001,34.145,104,concluida,False,0.3283173076923077,0.017836100066227076,0.02172239461352863,-0.003012376403538182,0.02172239461352863,False
S000174,U0003,P001,16.719,56,concluida,False,0.2985535714285715,-0.7143477613298805,-0.7686039990981886,-0.25376899774822126,0.7686039990981886,False
S000175,U0004,P002,7.843,51,concluida,False,0.1537843137254902,-0.807569605931326,-0.8934266966634874,-0.18409398657382608,0.8934266966634874,False
S000176,U0004,P002,7.673,52,concluida,False,0.1475576923076923,-0.8223907246274841,-0.8768705733447753,-0.30223032545690914,0.8768705733447753,False
S000177,U0004,P002,21.183,139,concluida,False,0.1523956834532374,0.35545229646130877,0.5635121553831777,-0.2104401678202495,0.5635121553831777,False
S000178,U0004,P002,46.96,329,concluida,False,0.1427355623100304,2.602769806054633,3.7091755859384774,-0.3937195529718102,3.7091755859384774,True
S000179,U0004,P002,12.715,87,concluida,False,0.14614942528735633,-0.3828137807096681,-0.29740625718985164,-0.3289490704695323,0.3828137807096681,False
S000180,U0004,P002,14.778,91,concluida,False,0.1623956043956044,-0.20295514617923285,-0.23118176391500322,-0.02071383471209242,0.23118176391500322,False
S000181,U0004,P002,36.875,235,concluida,False,0.15691489361702127,1.7235287351678474,2.1528999939795397,-0.12469817267234833,2.1528999939795397,False
S000182,U0004,P002,18.552,134,concluida,False,0.13844776119402985,0.12607368887547502,0.48073153878961716,-0.47507107440126745,0.48073153878961716,False
S000183,U0004,P002,23.527,160,concluida,False,0.14704375,0.5598093683659817,0.9111907450761318,-0.3119812414921038,0.9111907450761318,False
S000184,U0004,P002,15.496,89,concluida,False,0.1741123595505618,-0.1403577154507537,-0.26429401055242746,0.20158562188240933,0.26429401055242746,False
S000185,U0004,P002,22.67,133,concluida,False,0.17045112781954888,0.4850934935271146,0.4641754154709051,0.13212186561996309,0.4850934935271146,False
S000186,U0004,P002,21.094,129,concluida,False,0.16351937984496126,0.3476930049086144,0.39795092219605666,0.0006073133722022687,0.39795092219605666,False
S000187,U0004,P002,28.984,169,concluida,False,0.17150295857988165,1.0355672785126542,1.0601958549445407,0.15207802270944756,1.0601958549445407,False
S000188,U0004,P002,19.985,120,concluida,False,0.16654166666666667,0.2510070011789717,0.24894581232764773,0.057948506326428444,0.2510070011789717,False
S000189,U0004,P002,15.858,105,concluida,False,0.15102857142857143,-0.10879745093305251,0.0006039625469662014,-0.23637808801810128,0.23637808801810128,False
S000190,U0004,P002,6.692,44,concluida,False,0.15209090909090908,-0.9079172978094312,-1.009319559894472,-0.21622258575366976,1.009319559894472,False
S000191,U0004,P002,28.004,167,concluida,False,0.16768862275449103,0.9501278883818608,1.0270836083071166,0.07970945564124227,1.0270836083071166,False
S000192,U0004,P002,15.269,94,concluida,False,0.16243617021276596,-0.16014826806268237,-0.18151339395886693,-0.019944188253489953,0.18151339395886693,False
S000193,U0004,P002,14.569,95,concluida,False,0.1533578947368421,-0.22117640387039178,-0.16495727064015483,-0.1921843416426474,0.22117640387039178,False
S000194,U0004,P002,10.406,70,concluida,False,0.14865714285714288,-0.5841194458239555,-0.5788603536079574,-0.2813706884274558,0.5841194458239555,False
S000195,U0004,P002,12.944,76,concluida,False,0.17031578947368423,-0.36284886199543165,-0.4795236136956848,0.1295541205109956,0.4795236136956848,False
S000196,U0004,P002,12.334,83,concluida,False,0.1486024096385542,-0.41603052319929285,-0.36363075046470006,-0.2824091299233321,0.41603052319929285,False
S000197,U0004,P002,10.021,70,concluida,False,0.14315714285714287,-0.6176849205181957,-0.5788603536079574,-0.38572099660577885,0.6176849205181957,False
S000198,U0004,P002,17.24,109,concluida,False,0.15816513761467887,0.011689525761596573,0.06682845582181461,-0.10097756422622653,0.10097756422622653,False
