user_id,kwh_mes_atual,duracao_media_min,n_sessoes_mes,tendencia_kwh,power_kw,plan_type,kwh_proximo_mes,valor_fatura_proximo_mes
U0015,246.152,89.42857142857143,7,-257.723,22.0,pay_per_use,116.755,306.0
U0016,217.55,74.0,9,0.0,22.0,pay_per_use,297.763,848.3
U0016,297.763,99.8,10,80.21299999999997,22.0,pay_per_use,414.382,763.3
U0016,414.382,89.8,10,116.61900000000003,22.0,pay_per_use,259.559,543.15
U0017,401.209,107.5,10,0.0,22.0,pay_per_use,499.034,1313.25
U0017,499.034,90.88235294117646,17,97.82499999999999,22.0,pay_per_use,340.613,717.4
U0017,340.613,76.72727272727273,11,-158.421,22.0,pay_per_use,382.622,940.95
U0017,382.622,92.25,12,42.009000000000015,22.0,pay_per_use,389.663,1103.3
U0017,389.663,108.16666666666667,12,7.040999999999997,22.0,pay_per_use,507.376,1273.3
U0018,37.776,70.8,5,0.0,7.4,pay_per_use,32.206,200.6
U0018,32.206,78.66666666666667,3,-5.57,7.4,pay_per_use,113.334,940.95
U0018,113.334,123.0,9,81.128,7.4,pay_per_use,81.506,648.55
U0018,81.506,95.375,8,-31.828000000000003,7.4,pay_per_use,82.557,680.0
U0018,82.557,133.33333333333334,6,1.051000000000002,7.4,pay_per_use,5.432,43.35
U0019,768.311,138.0625,16,302.00700000000006,22.0,pay_per_use,560.381,1492.6
U0019,560.381,109.75,16,-207.93000000000006,22.0,pay_per_use,383.344,1051.45
U0019,383.344,88.35714285714286,14,-177.03699999999998,22.0,pay_per_use,601.048,1220.6
U0020,191.094,102.0,6,0.0,22.0,pay_per_use,417.637,1151.75
U0020,417.637,84.6875,16,226.543,22.0,pay_per_use,431.348,1184.05
U0020,431.348,116.08333333333333,12,13.711000000000013,22.0,pay_per_use,460.566,1259.7
U0020,460.566,98.8,15,29.21799999999996,22.0,pay_per_use,775.08,1977.95
U0021,157.757,121.875,8,-0.1349999999999909,11.0,pay_per_use,85.764,472.6
U0021,85.764,92.66666666666667,6,-71.99300000000001,11.0,pay_per_use,146.279,604.35
U0022,189.449,89.55555555555556,18,0.0,7.4,pay_per_use,201.491,1627.75
U0022,201.491,95.75,20,12.042000000000002,7.4,pay_per_use,116.575,985.15
U0022,116.575,89.15384615384616,13,-84.91600000000001,7.4,pay_per_use,127.907,1020.0
U0022,127.907,109.0909090909091,11,11.331999999999994,7.4,pay_per_use,164.141,1214.65
U0022,164.141,102.07142857142857,14,36.233999999999995,7.4,pay_per_use,105.363,869.55
U0023,699.55,132.25,12,0.0,22.0,pay_per_use,573.401,1417.8
U0023,573.401,111.2,15,-126.149,22.0,pay_per_use,479.138,1301.35
U0023,479.138,102.06666666666666,15,-94.26299999999998,22.0,pay_per_use,284.448,763.3
U0023,284.448,99.77777777777777,9,-194.69,22.0,pay_per_use,444.845,1200.2
U0023,444.845,100.85714285714286,14,160.39700000000005,22.0,pay_per_use,97.101,259.25
U0024,216.347,84.75,8,0.0,22.0,pay_per_use,594.392,1631.15
U0024,594.392,106.61111111111111,18,378.0450000000001,22.0,pay_per_use,297.949,805.8
U0024,297.949,105.33333333333333,9,-296.44300000000004,22.0,pay_per_use,661.484,1487.5
U0024,661.484,97.22222222222223,18,363.535,22.0,pay_per_use,288.901,840.65
U0024,288.901,98.9,10,-372.583,22.0,pay_per_use,504.648,1337.05
U0025,348.343,104.27272727272727,11,0.0,22.0,pay_per_use,264.402,751.4
U0025,264.402,98.22222222222223,9,-83.94100000000003,22.0,pay_per_use,312.913,855.1
U0025,312.913,143.71428571428572,7,48.511000000000024,22.0,pay_per_use,183.64,497.25
U0025,183.64,73.125,8,-129.27300000000002,22.0,pay_per_use,231.302,657.05
U0025,231.302,96.625,8,47.662000000000006,22.0,pay_per_use,405.517,1108.4
U0026,453.735,107.64285714285714,14,0.0,22.0,assinatura,506.188,922.75
U0026,506.188,88.16666666666667,18,52.452999999999975,22.0,assinatura,849.294,1278.6
U0026,849.294,117.57894736842105,19,343.106,22.0,assinatura,598.665,1107.55
U0026,598.665,91.57142857142857,21,-250.62900000000002,22.0,assinatura,467.679,864.45
U0026,467.679,87.11764705882354,17,-130.986,22.0,assinatura,767.933,1209.85
U0027,81.395,109.85714285714286,7,0.0,7.4,pay_per_use,45.665,251.6
U0027,45.665,59.2,5,-35.73,7.4,pay_per_use,180.344,1393.15
U0027,180.344,117.07142857142857,14,134.679,7.4,pay_per_use,52.816,446.25
U0028,664.196,115.0,15,0.0,22.0,pay_per_use,433.245,1114.35
U0028,433.245,109.25,12,-230.95100000000002,22.0,pay_per_use,338.418,897.6
U0028,338.418,70.4,15,-94.827,22.0,pay_per_use,551.373,1484.95
U0028,551.373,102.76470588235294,17,212.95500000000004,22.0,pay_per_use,640.153,1820.7
U0028,640.153,93.1304347826087,23,88.77999999999997,22.0,pay_per_use,424.483,1153.45
U0029,463.449,130.08333333333334,12,0.0,22.0,pay_per_use,353.617,974.95
U0029,242.733,74.7,10,-110.88400000000001,22.0,pay_per_use,488.754,913.75
U0029,488.754,97.72727272727273,11,246.02100000000002,22.0,pay_per_use,381.205,1076.95
U0030,32.928,97.33333333333333,3,0.0,7.4,pay_per_use,99.221,756.5
U0030,99.221,111.25,8,66.293,7.4,pay_per_use,47.738,377.4
U0030,47.738,111.0,4,-51.483000000000004,7.4,pay_per_use,74.197,560.15
U0030,74.197,94.14285714285714,7,26.459000000000003,7.4,pay_per_use,81.784,676.6
U0030,81.784,99.5,8,7.587000000000003,7.4,pay_per_use,106.579,840.65
U0031,122.012,128.83333333333334,6,0.0,11.0,pay_per_use,76.703,393.55
U0031,76.703,115.75,4,-45.309,11.0,pay_per_use,109.357,434.35
U0031,109.357,102.2,5,32.653999999999996,11.0,pay_per_use,84.041,449.65
U0032,394.731,89.07692307692308,13,0.0,22.0,pay_per_use,293.595,810.9
U0032,293.595,86.72727272727273,11,-101.13599999999997,22.0,pay_per_use,433.604,1147.5
U0032,433.604,84.375,16,140.00899999999996,22.0,pay_per_use,425.919,1146.65
U0032,425.919,103.76923076923077,13,-7.685000000000002,22.0,pay_per_use,405.859,1123.7
U0032,405.859,110.16666666666667,12,-20.060000000000002,22.0,pay_per_use,386.312,1077.8
U0033,69.647,67.2,5,0.0,11.0,pay_per_use,137.771,725.05
U0033,137.771,106.625,8,68.12399999999998,11.0,pay_per_use,161.613,721.65
U0033,161.613,106.125,8,23.842000000000013,11.0,pay_per_use,113.942,645.15
U0033,113.942,108.42857142857143,7,-47.67100000000001,11.0,pay_per_use,192.149,1060.8
U0033,192.149,138.66666666666666,9,78.20700000000001,11.0,pay_per_use,48.434,214.2
U0034,375.503,101.0,12,0.0,22.0,pacote_condominial,431.489,724.97
U0034,431.489,151.77777777777777,9,55.98599999999999,22.0,pacote_condominial,421.045,706.97
U0034,421.045,94.35714285714286,14,-10.44399999999996,22.0,pacote_condominial,329.7,553.77
U0034,329.7,117.25,8,-91.34500000000003,22.0,pacote_condominial,279.555,535.37
U0034,279.555,68.61538461538461,13,-50.14499999999998,22.0,pacote_condominial,197.35,442.17
U0035,48.626,96.2,5,0.0,7.4,pacote_condominial,28.283,285.37
U0035,28.283,89.0,3,-20.342999999999996,7.4,pacote_condominial,44.882,345.77
U0035,44.882,139.33333333333334,3,16.598999999999997,7.4,pacote_condominial,29.926,291.77
U0035,29.926,70.75,4,-14.956,7.4,pacote_condominial,27.321,275.77
U0035,27.321,121.5,2,-2.604999999999997,7.4,pacote_condominial,28.101,276.97
U0036,88.67,93.0,3,0.0,22.0,assinatura,313.485,423.9
U0036,41.279,67.5,2,-272.206,22.0,assinatura,120.74,258.35
U0036,120.74,94.75,4,79.46099999999998,22.0,assinatura,148.815,294.65
U0037,387.195,94.0,13,0.0,22.0,pay_per_use,201.809,522.75
U0037,338.513,100.27272727272727,11,136.70399999999998,22.0,pay_per_use,179.062,498.95
U0037,179.062,58.7,10,-159.45099999999996,22.0,pay_per_use,289.055,804.1
U0038,79.56,97.75,8,0.0,7.4,pay_per_use,76.661,646.0
U0038,76.661,84.44444444444444,9,-2.899000000000001,7.4,pay_per_use,120.145,994.5
U0038,120.145,130.0,9,43.483999999999995,7.4,pay_per_use,152.538,670.65
U0038,152.538,131.5,6,32.393000000000015,7.4,pay_per_use,101.307,853.4
U0038,101.307,91.27272727272727,11,-51.23100000000001,7.4,pay_per_use,71.622,564.4
U0039,688.561,101.68181818181819,22,0.0,22.0,assinatura,848.009,1530.5
U0039,848.009,122.36363636363636,22,159.44799999999998,22.0,assinatura,330.23,629.05
U0039,330.23,70.2,15,-517.779,22.0,assinatura,516.02,973.9
U0039,516.02,98.82352941176471,17,185.78999999999996,22.0,assinatura,507.635,853.45
U0039,507.635,104.35714285714286,14,-8.384999999999991,22.0,assinatura,379.071,738.5
U0040,416.64,110.75,12,0.0,22.0,pay_per_use,938.617,1928.65
U0040,938.617,119.42105263157895,19,521.977,22.0,pay_per_use,659.333,1335.35
U0040,659.333,104.73333333333333,15,-279.284,22.0,pay_per_use,423.425,1186.6
U0040,423.425,116.33333333333333,12,-235.90799999999996,22.0,pay_per_use,342.36,925.65
U0040,342.36,77.78571428571429,14,-81.065,22.0,pay_per_use,461.272,1047.2
U0041,415.055,124.0,14,0.0,11.0,pay_per_use,310.284,1687.25
U0041,310.284,104.47368421052632,19,-104.77100000000002,11.0,pay_per_use,240.102,1366.8
U0041,240.102,107.2,15,-70.18199999999999,11.0,pay_per_use,277.76,1550.4
U0041,277.76,96.0,19,37.65799999999999,11.0,pay_per_use,390.215,1636.25
U0042,93.424,73.25,4,0.0,22.0,pay_per_use,275.356,756.5
U0042,275.356,98.88888888888889,9,181.932,22.0,pay_per_use,279.951,811.75
U0042,279.951,86.81818181818181,11,4.595000000000027,22.0,pay_per_use,124.757,347.65
U0043,38.495,130.0,3,0.0,7.4,pay_per_use,58.799,496.4
U0043,58.799,97.33333333333333,6,20.304000000000002,7.4,pay_per_use,21.417,174.25
U0043,21.417,51.25,4,-37.382,7.4,pay_per_use,23.983,192.1
U0043,23.983,113.0,2,2.565999999999999,7.4,pay_per_use,62.412,506.6
U0043,62.412,119.2,5,38.429,7.4,pay_per_use,17.034,142.8
U0044,148.743,97.2,5,0.0,22.0,pacote_condominial,376.405,387.37
U0044,376.405,130.5,4,227.66199999999998,22.0,pacote_condominial,236.037,478.97
U0044,236.037,107.28571428571429,7,-140.36799999999997,22.0,pacote_condominial,282.504,542.97
U0044,282.504,113.875,8,46.46700000000001,22.0,pacote_condominial,169.056,408.97
U0044,169.056,96.0,6,-113.44800000000001,22.0,pacote_condominial,615.934,820.57
U0045,778.564,101.5,24,0.0,22.0,pay_per_use,910.056,2345.15
U0045,910.056,102.18518518518519,27,131.49200000000008,22.0,pay_per_use,758.533,1820.7
U0045,758.533,97.36363636363636,22,-151.52300000000002,22.0,pay_per_use,871.15,2375.75
U0045,871.15,133.0952380952381,21,112.61699999999996,22.0,pay_per_use,791.787,1874.25
U0045,791.787,116.05263157894737,19,-79.36299999999994,22.0,pay_per_use,654.185,1552.95
U0046,259.013,114.57142857142857,7,0.0,22.0,assinatura,196.112,403.55
U0046,196.112,71.44444444444444,9,-62.90099999999998,22.0,assinatura,249.859,502.0
U0046,249.859,117.42857142857143,7,53.747000000000014,22.0,assinatura,369.601,735.75
U0046,369.601,89.07142857142857,14,119.74199999999999,22.0,assinatura,532.262,981.6
U0046,532.262,99.6470588235294,17,162.66099999999994,22.0,assinatura,447.26,841.35
U0047,174.351,72.6,10,0.0,11.0,pay_per_use,147.474,798.15
U0047,147.474,104.33333333333333,9,-26.87700000000001,11.0,pay_per_use,126.94,698.7
U0047,126.94,117.42857142857143,7,-20.533999999999992,11.0,pay_per_use,263.209,1421.2
U0047,263.209,119.42857142857143,14,136.269,11.0,pay_per_use,87.361,470.05
U0047,87.361,92.16666666666667,6,-175.848,11.0,pay_per_use,186.081,993.65
U0048,263.704,106.9375,16,-9.334000000000003,11.0,pay_per_use,243.723,1325.15
U0048,243.723,86.61111111111111,18,-19.980999999999995,11.0,pay_per_use,254.418,1449.25
U0048,254.418,170.5,10,10.694999999999993,11.0,pay_per_use,346.062,1873.4
U0049,221.605,88.0,14,0.0,11.0,pay_per_use,248.271,1364.25
U0049,248.271,107.0,15,26.665999999999997,11.0,pay_per_use,217.253,1150.9
U0049,217.253,104.15384615384616,13,-31.018,11.0,pay_per_use,329.371,1777.35
U0049,329.371,99.57142857142857,21,112.118,11.0,pay_per_use,122.128,654.5
U0049,122.128,85.55555555555556,9,-207.243,11.0,pay_per_use,140.69,778.6
U0050,338.501,104.5,10,53.653999999999996,22.0,pay_per_use,210.635,583.95
U0050,210.635,114.5,6,-127.86599999999999,22.0,pay_per_use,327.48,900.15
U0050,327.48,88.25,12,116.84500000000003,22.0,pay_per_use,406.211,1095.65
U0051,181.487,123.71428571428571,14,0.0,7.4,pacote_condominial,181.851,860.17
U0051,181.851,100.23529411764706,17,0.3640000000000043,7.4,pacote_condominial,181.198,808.57
U0051,181.198,121.15384615384616,13,-0.6529999999999916,7.4,pacote_condominial,101.865,549.37
U0051,101.865,92.7,10,-79.33300000000001,7.4,pacote_condominial,196.482,902.17
U0051,196.482,113.0625,16,94.617,7.4,pacote_condominial,135.069,692.57
U0052,438.325,111.77777777777777,9,0.0,22.0,assinatura,401.089,653.8
U0052,401.089,84.46153846153847,13,-37.23599999999999,22.0,assinatura,407.148,703.85
U0052,407.148,84.92857142857143,14,6.059000000000026,22.0,assinatura,418.564,697.8
U0052,418.564,107.0909090909091,11,11.415999999999997,22.0,assinatura,334.795,641.15
U0052,334.795,107.5,10,-83.769,22.0,assinatura,312.167,622.45
U0053,199.285,77.5,8,0.0,22.0,pacote_condominial,75.126,276.17
U0053,75.126,48.8,5,-124.15899999999999,22.0,pacote_condominial,338.583,638.17
U0053,338.583,114.9,10,263.457,22.0,pacote_condominial,571.799,659.77
U0053,571.799,120.3,10,233.21599999999995,22.0,pacote_condominial,341.264,612.97
U0053,341.264,108.6,10,-230.53499999999997,22.0,pacote_condominial,343.37,620.97
U0054,123.363,88.11111111111111,9,0.0,11.0,assinatura,181.98,677.45
U0054,181.98,114.1,10,58.61699999999999,11.0,assinatura,123.723,480.0
U0054,123.723,111.71428571428571,7,-58.25699999999999,11.0,assinatura,146.519,550.95
U0054,146.519,130.14285714285714,7,22.796000000000006,11.0,assinatura,134.603,524.55
U0054,134.603,86.3,10,-11.915999999999997,11.0,assinatura,130.978,530.05
U0055,148.813,116.0,4,-169.31400000000002,22.0,pay_per_use,169.56,455.6
U0055,169.56,89.33333333333333,6,20.747000000000014,22.0,pay_per_use,88.94,237.15
U0056,268.627,98.66666666666667,15,0.0,11.0,pacote_condominial,254.312,822.17
U0056,254.312,100.5625,16,-14.314999999999998,11.0,pacote_condominial,217.912,736.97
U0056,217.912,99.71428571428571,14,-36.400000000000006,11.0,pacote_condominial,150.169,573.37
U0056,150.169,75.92307692307692,13,-67.743,11.0,pacote_condominial,228.119,768.97
U0056,228.119,113.53846153846153,13,77.94999999999999,11.0,pacote_condominial,217.875,741.77
U0057,215.179,100.42857142857143,7,0.0,22.0,pay_per_use,395.559,982.6
U0057,395.559,96.33333333333333,12,180.38000000000002,22.0,pay_per_use,403.008,1141.55
U0057,403.008,122.0909090909091,11,7.448999999999955,22.0,pay_per_use,380.438,793.05
U0057,380.438,103.66666666666667,9,-22.569999999999993,22.0,pay_per_use,49.817,124.1
U0057,49.817,73.0,2,-330.621,22.0,pay_per_use,207.236,559.3
U0058,155.81,169.66666666666666,3,0.0,22.0,pay_per_use,294.844,810.9
U0058,294.844,106.0,9,139.034,22.0,pay_per_use,410.741,1048.05
U0058,410.741,88.07142857142857,14,115.89699999999999,22.0,pay_per_use,250.734,670.65
U0058,250.734,87.66666666666667,9,-160.00699999999998,22.0,pay_per_use,558.362,1535.1
U0058,558.362,106.23529411764706,17,307.62799999999993,22.0,pay_per_use,248.039,686.8
U0059,91.68,76.125,8,0.0,11.0,pay_per_use,101.187,551.65
U0059,101.187,92.71428571428571,7,9.50699999999999,11.0,pay_per_use,146.263,792.2
U0059,146.263,93.2,10,45.07600000000001,11.0,pay_per_use,192.577,1011.5
U0059,192.577,99.16666666666667,12,46.31399999999999,11.0,pay_per_use,186.402,1020.85
U0059,186.402,100.08333333333333,12,-6.175000000000011,11.0,pay_per_use,152.241,831.3
U0061,95.909,79.875,8,0.0,11.0,pay_per_use,151.783,798.15
U0061,151.783,117.375,8,55.87399999999998,11.0,pay_per_use,109.156,513.4
U0062,132.953,110.0,9,0.0,7.4,pay_per_use,68.887,538.05
U0062,68.887,90.42857142857143,7,-64.066,7.4,pay_per_use,98.756,465.8
U0062,98.756,78.28571428571429,7,29.869,7.4,pay_per_use,51.039,381.65
U0062,51.039,74.83333333333333,6,-47.717,7.4,pay_per_use,49.33,381.65
U0062,49.33,112.25,4,-1.7090000000000032,7.4,pay_per_use,32.956,244.8
U0063,98.047,131.14285714285714,7,0.0,7.4,assinatura,75.223,388.15
U0063,75.223,76.875,8,-22.823999999999998,7.4,assinatura,59.539,365.05
U0063,59.539,71.625,8,-15.683999999999997,7.4,assinatura,65.453,381.0
U0063,65.453,75.25,8,5.9140000000000015,7.4,assinatura,71.888,452.5
U0063,71.888,104.57142857142857,7,6.435000000000002,7.4,assinatura,79.213,277.05
U0064,365.653,100.0,12,0.0,22.0,pay_per_use,119.43,316.2
U0064,119.43,186.0,2,-246.223,22.0,pay_per_use,190.995,521.9
U0064,190.995,122.8,5,71.565,22.0,pay_per_use,63.744,173.4
U0064,63.744,68.0,3,-127.251,22.0,pay_per_use,73.887,214.2
U0064,73.887,63.0,4,10.143,22.0,pay_per_use,586.49,1590.35
U0065,211.428,95.14285714285714,7,0.0,22.0,pay_per_use,128.028,339.15
U0065,128.028,79.8,5,-83.4,22.0,pay_per_use,86.976,230.35
U0065,86.976,67.75,4,-41.05199999999999,22.0,pay_per_use,74.144,192.95
U0065,74.144,113.5,2,-12.831999999999994,22.0,pay_per_use,131.266,294.1
U0066,101.058,75.0,9,0.0,11.0,pay_per_use,340.35,1405.05
U0066,340.35,127.15384615384616,13,239.29200000000003,11.0,pay_per_use,206.928,1130.5
U0066,206.928,120.9090909090909,11,-133.42200000000003,11.0,pay_per_use,89.397,465.8
U0066,89.397,91.33333333333333,6,-117.53099999999999,11.0,pay_per_use,120.182,674.9
U0066,120.182,113.42857142857143,7,30.784999999999997,11.0,pay_per_use,181.124,1009.8
U0067,250.569,91.86666666666666,15,0.0,11.0,pay_per_use,142.114,778.6
U0067,142.114,76.33333333333333,12,-108.45499999999998,11.0,pay_per_use,106.336,575.45
U0067,106.336,135.4,5,-35.778000000000006,11.0,pay_per_use,202.555,1099.05
U0067,202.555,99.46153846153847,13,96.21900000000001,11.0,pay_per_use,126.579,590.75
U0067,126.579,86.875,8,-75.97600000000001,11.0,pay_per_use,174.365,750.55
U0068,137.396,63.142857142857146,7,0.0,22.0,assinatura,76.712,186.85
U0068,76.712,83.0,3,-60.68399999999998,22.0,assinatura,216.666,415.1
U0068,216.666,110.66666666666667,6,139.954,22.0,assinatura,73.533,178.05
U0068,73.533,77.66666666666667,3,-143.13299999999998,22.0,assinatura,343.528,675.8
U0068,343.528,113.8,10,269.995,22.0,assinatura,208.66,427.75
U0069,677.231,127.125,16,0.0,22.0,pay_per_use,410.587,1089.7
U0069,410.587,106.83333333333333,12,-266.644,22.0,pay_per_use,212.836,589.05
U0069,212.836,86.625,8,-197.75099999999998,22.0,pay_per_use,405.44,1144.1
U0069,405.44,112.16666666666667,12,192.60399999999998,22.0,pay_per_use,326.403,857.65
U0069,326.403,126.125,8,-79.03699999999998,22.0,pay_per_use,260.787,752.25
U0070,270.386,108.0,8,0.0,22.0,pacote_condominial,532.649,711.37
U0070,532.649,133.2,10,262.263,22.0,pacote_condominial,231.426,479.77
U0070,231.426,83.66666666666667,9,-301.223,22.0,pacote_condominial,250.68,513.37
U0070,250.68,104.625,8,19.25400000000002,22.0,pacote_condominial,348.303,504.57
U0070,348.303,116.42857142857143,7,97.62299999999999,22.0,pacote_condominial,508.485,703.37
U0071,702.783,129.64705882352942,17,0.0,22.0,assinatura,359.087,679.65
U0071,359.087,104.0909090909091,11,-343.696,22.0,assinatura,234.109,383.75
U0071,234.109,86.71428571428571,7,-124.97799999999998,22.0,assinatura,655.593,1190.05
U0071,655.593,115.16666666666667,18,421.4839999999999,22.0,assinatura,478.658,695.05
U0071,478.658,97.75,12,-176.93499999999995,22.0,assinatura,273.309,535.55
U0072,49.04,65.85714285714286,7,0.0,7.4,pay_per_use,138.897,1111.8
U0072,138.897,145.33333333333334,9,89.857,7.4,pay_per_use,72.699,567.8
U0072,106.303,104.0,10,33.604,7.4,pay_per_use,46.222,371.45
U0073,74.249,73.16666666666667,6,0.0,11.0,pay_per_use,125.497,681.7
U0074,160.923,116.0,9,80.865,11.0,assinatura,11.416,88.4
U0075,78.127,182.0,4,0.0,7.4,assinatura,18.548,152.75
U0075,29.647,154.5,2,11.099,7.4,assinatura,23.252,167.05
U0076,165.417,178.66666666666666,3,0.0,22.0,assinatura,46.512,134.05
U0077,93.025,48.666666666666664,12,0.0,11.0,assinatura,245.498,847.4
U0077,245.498,161.11111111111111,9,152.47299999999998,11.0,assinatura,251.552,933.75
U0077,251.552,107.13333333333334,15,6.054000000000002,11.0,assinatura,122.704,500.35
U0077,122.704,102.375,8,-128.848,11.0,assinatura,196.165,723.1
U0077,196.165,94.15384615384616,13,73.461,11.0,assinatura,212.238,798.45
U0078,285.676,108.375,16,0.0,11.0,pay_per_use,268.282,1093.95
U0078,268.282,117.0,11,-17.394000000000005,11.0,pay_per_use,154.736,876.35
U0078,150.257,97.7,10,-4.478999999999985,11.0,pay_per_use,218.279,1066.75
U0079,369.329,100.08333333333333,12,0.0,22.0,pay_per_use,538.652,1462.85
U0079,538.652,101.23529411764706,17,169.32300000000004,22.0,pay_per_use,462.204,1296.25
