user_id,session_id,session_date,ref_month,duration_min,kwh_delivered,status,anomaly_flag
U0002,S000067,2026-03-21,2026-03-01,195,66.544,concluida,False
U0002,S000062,2026-03-23,2026-03-01,30,9.255,concluida,False
U0002,S000065,2026-03-30,2026-03-01,97,31.976,concluida,False
U0002,S000073,2026-04-03,2026-04-01,137,41.639,concluida,False
U0002,S000077,2026-04-04,2026-04-01,87,24.268,interrompida,False
U0002,S000075,2026-04-04,2026-04-01,30,9.026,interrompida,False
U0002,S000069,2026-04-07,2026-04-01,140,46.575,concluida,False
U0002,S000079,2026-04-19,2026-04-01,45,14.773,concluida,False
U0002,S000076,2026-04-21,2026-04-01,47,15.115,concluida,False
U0002,S000074,2026-04-22,2026-04-01,115,37.295,concluida,False
U0002,S000071,2026-04-24,2026-04-01,90,26.986,concluida,False
U0002,S000068,2026-04-24,2026-04-01,78,21.966,concluida,False
U0002,S000072,2026-04-25,2026-04-01,36,12.171,concluida,False
U0002,S000070,2026-04-27,2026-04-01,25,7.346,concluida,False
U0002,S000078,2026-04-29,2026-04-01,87,24.791,concluida,False
U0002,S000082,2026-05-02,2026-05-01,133,39.266,concluida,False
U0002,S000083,2026-05-03,2026-05-01,143,41.549,concluida,False
U0002,S000088,2026-05-05,2026-05-01,28,8.436,concluida,False
U0002,S000087,2026-05-05,2026-05-01,112,32.859,concluida,False
U0002,S000089,2026-05-06,2026-05-01,105,29.278,concluida,False
U0002,S000086,2026-05-11,2026-05-01,130,140.735,concluida,True
U0002,S000092,2026-05-15,2026-05-01,92,31.804,concluida,False
U0002,S000090,2026-05-16,2026-05-01,61,20.255,concluida,False
U0002,S000084,2026-05-26,2026-05-01,30,8.786,concluida,False
U0002,S000085,2026-05-27,2026-05-01,195,61.55,concluida,False
U0002,S000081,2026-05-28,2026-05-01,106,29.922,concluida,False
U0002,S000080,2026-05-31,2026-05-01,58,16.089,concluida,False
U0002,S000091,2026-05-31,2026-05-01,44,12.24,concluida,False
U0002,S000094,2026-06-03,2026-06-01,51,15.054,concluida,False
U0002,S000103,2026-06-04,2026-06-01,143,44.646,concluida,False
U0002,S000099,2026-06-05,2026-06-01,52,17.82,concluida,False
U0002,S000095,2026-06-13,2026-06-01,34,10.673,concluida,False
U0002,S000100,2026-06-14,2026-06-01,109,35.927,concluida,False
U0002,S000097,2026-06-14,2026-06-01,129,43.876,concluida,False
U0002,S000098,2026-06-14,2026-06-01,63,17.764,concluida,False
U0002,S000093,2026-06-16,2026-06-01,206,70.393,concluida,False
U0002,S000101,2026-06-19,2026-06-01,90,28.457,concluida,False
U0002,S000096,2026-06-26,2026-06-01,34,9.635,concluida,False
U0002,S000102,2026-06-28,2026-06-01,64,20.984,concluida,False
U0002,S000108,2026-07-03,2026-07-01,60,19.76,concluida,False
U0002,S000114,2026-07-08,2026-07-01,116,40.274,concluida,False
U0002,S000113,2026-07-10,2026-07-01,54,17.537,concluida,False
U0002,S000109,2026-07-13,2026-07-01,96,29.594,concluida,False
U0002,S000112,2026-07-14,2026-07-01,11,3.199,concluida,False
U0002,S000106,2026-07-20,2026-07-01,108,34.91,concluida,False
U0002,S000111,2026-07-22,2026-07-01,64,18.877,concluida,False
U0002,S000107,2026-07-23,2026-07-01,50,56.627,concluida,True
U0002,S000115,2026-07-25,2026-07-01,62,20.524,concluida,False
U0002,S000110,2026-07-25,2026-07-01,163,51.952,concluida,False
U0002,S000105,2026-07-28,2026-07-01,129,44.694,concluida,False
U0002,S000104,2026-07-28,2026-07-01,60,18.117,concluida,False
U0002,S000117,2026-08-03,2026-08-01,71,93.208,concluida,True
U0002,S000125,2026-08-06,2026-08-01,175,56.184,concluida,False
U0002,S000116,2026-08-06,2026-08-01,113,34.226,concluida,False
U0002,S000124,2026-08-08,2026-08-01,31,8.858,concluida,False
U0002,S000122,2026-08-08,2026-08-01,113,37.531,concluida,False
U0002,S000119,2026-08-13,2026-08-01,269,93.035,concluida,False
U0002,S000121,2026-08-14,2026-08-01,46,14.001,concluida,False
U0002,S000118,2026-08-19,2026-08-01,110,34.875,concluida,False
U0002,S000126,2026-08-22,2026-08-01,104,35.327,concluida,False
U0002,S000128,2026-08-26,2026-08-01,97,30.882,concluida,False
U0002,S000120,2026-08-27,2026-08-01,18,6.164,concluida,False
U0002,S000127,2026-08-28,2026-08-01,108,32.204,concluida,False
U0002,S000123,2026-08-29,2026-08-01,81,24.35,concluida,False
U0003,S000129,2026-03-02,2026-03-01,159,53.423,concluida,False
U0003,S000136,2026-03-03,2026-03-01,131,36.933,concluida,False
U0003,S000135,2026-03-13,2026-03-01,236,78.303,concluida,False
U0003,S000131,2026-03-15,2026-03-01,44,14.713,concluida,False
U0003,S000134,2026-03-15,2026-03-01,340,106.534,concluida,False
U0003,S000132,2026-03-17,2026-03-01,66,22.785,concluida,False
U0003,S000130,2026-03-20,2026-03-01,160,49.95,concluida,False
U0003,S000133,2026-03-23,2026-03-01,104,32.448,concluida,False
U0003,S000142,2026-04-05,2026-04-01,79,23.439,concluida,False
U0003,S000138,2026-04-05,2026-04-01,85,27.793,concluida,False
U0003,S000144,2026-04-06,2026-04-01,84,28.221,concluida,False
U0003,S000141,2026-04-07,2026-04-01,31,10.679,concluida,False
U0003,S000147,2026-04-10,2026-04-01,93,30.924,concluida,False
U0003,S000137,2026-04-11,2026-04-01,63,20.017,concluida,False
U0003,S000148,2026-04-15,2026-04-01,102,30.158,concluida,False
U0003,S000146,2026-04-20,2026-04-01,126,41.602,concluida,False
U0003,S000140,2026-04-21,2026-04-01,13,3.979,concluida,False
U0003,S000143,2026-04-22,2026-04-01,147,49.873,concluida,False
U0003,S000145,2026-04-24,2026-04-01,46,12.797,concluida,False
U0003,S000139,2026-04-27,2026-04-01,151,48.945,concluida,False
U0003,S000149,2026-04-27,2026-04-01,86,28.703,concluida,False
U0003,S000151,2026-05-03,2026-05-01,40,11.47,concluida,False
U0003,S000152,2026-05-03,2026-05-01,105,30.585,concluida,False
U0003,S000154,2026-05-12,2026-05-01,36,9.974,concluida,False
U0003,S000153,2026-05-14,2026-05-01,149,45.307,concluida,False
U0003,S000150,2026-05-18,2026-05-01,102,28.817,concluida,False
U0003,S000158,2026-06-04,2026-06-01,121,35.831,concluida,False
U0003,S000155,2026-06-05,2026-06-01,66,19.538,concluida,False
U0003,S000157,2026-06-09,2026-06-01,140,47.072,concluida,False
U0003,S000160,2026-06-20,2026-06-01,76,20.992,concluida,False
U0003,S000159,2026-06-21,2026-06-01,131,42.008,concluida,False
U0003,S000156,2026-06-25,2026-06-01,124,38.366,concluida,False
U0003,S000161,2026-07-01,2026-07-01,190,57.166,concluida,False
U0003,S000163,2026-07-13,2026-07-01,24,7.427,concluida,False
U0003,S000162,2026-07-17,2026-07-01,24,6.719,concluida,False
U0003,S000164,2026-07-24,2026-07-01,65,19.577,concluida,False
U0003,S000165,2026-07-25,2026-07-01,160,52.626,concluida,False
U0003,S000166,2026-07-27,2026-07-01,91,26.193,concluida,False
U0003,S000171,2026-08-04,2026-08-01,22,6.644,concluida,False
U0003,S000168,2026-08-07,2026-08-01,47,15.652,concluida,False
U0003,S000170,2026-08-10,2026-08-01,161,54.454,concluida,False
U0003,S000172,2026-08-11,2026-08-01,37,11.521,concluida,False
U0003,S000169,2026-08-17,2026-08-01,108,37.534,concluida,False
U0003,S000174,2026-08-18,2026-08-01,56,16.719,concluida,False
U0003,S000173,2026-08-26,2026-08-01,104,34.145,concluida,False
U0003,S000167,2026-08-26,2026-08-01,104,29.081,concluida,False
U0004,S000179,2026-03-05,2026-03-01,87,12.715,concluida,False
U0004,S000175,2026-03-06,2026-03-01,51,7.843,concluida,False
U0004,S000183,2026-03-09,2026-03-01,160,23.527,concluida,False
U0004,S000185,2026-03-15,2026-03-01,133,22.67,concluida,False
U0004,S000181,2026-03-19,2026-03-01,235,36.875,concluida,False
U0004,S000176,2026-03-20,2026-03-01,52,7.673,concluida,False
U0004,S000180,2026-03-20,2026-03-01,91,14.778,concluida,False
U0004,S000186,2026-03-22,2026-03-01,129,21.094,concluida,False
U0004,S000177,2026-03-22,2026-03-01,139,21.183,concluida,False
U0004,S000184,2026-03-23,2026-03-01,89,15.496,concluida,False
U0004,S000182,2026-03-31,2026-03-01,134,18.552,concluida,False
U0004,S000178,2026-03-31,2026-03-01,329,46.96,concluida,False
U0004,S000190,2026-04-03,2026-04-01,44,6.692,concluida,False
U0004,S000188,2026-04-04,2026-04-01,120,19.985,concluida,False
U0004,S000196,2026-04-05,2026-04-01,83,12.334,concluida,False
U0004,S000195,2026-04-12,2026-04-01,76,12.944,concluida,False
U0004,S000206,2026-04-13,2026-04-01,45,7.203,concluida,False
U0004,S000204,2026-04-13,2026-04-01,24,3.969,concluida,False
U0004,S000205,2026-04-15,2026-04-01,46,6.776,concluida,False
U0004,S000192,2026-04-15,2026-04-01,94,15.269,concluida,False
U0004,S000201,2026-04-16,2026-04-01,182,30.395,concluida,False
U0004,S000194,2026-04-17,2026-04-01,70,10.406,concluida,False
U0004,S000189,2026-04-18,2026-04-01,105,15.858,concluida,False
U0004,S000197,2026-04-19,2026-04-01,70,10.021,concluida,False
U0004,S000203,2026-04-20,2026-04-01,26,3.873,concluida,False
U0004,S000200,2026-04-20,2026-04-01,98,13.584,concluida,False
U0004,S000199,2026-04-21,2026-04-01,153,24.273,concluida,False
U0004,S000202,2026-04-23,2026-04-01,59,8.454,concluida,False
U0004,S000187,2026-04-23,2026-04-01,169,28.984,concluida,False
U0004,S000193,2026-04-25,2026-04-01,95,14.569,concluida,False
U0004,S000191,2026-04-25,2026-04-01,167,28.004,concluida,False
U0004,S000198,2026-04-27,2026-04-01,109,17.24,concluida,False
U0004,S000209,2026-05-07,2026-05-01,177,26.628,concluida,False
U0004,S000215,2026-05-07,2026-05-01,58,9.058,concluida,False
U0004,S000210,2026-05-10,2026-05-01,220,30.316,concluida,False
U0004,S000217,2026-05-11,2026-05-01,74,11.838,concluida,False
U0004,S000214,2026-05-12,2026-05-01,41,7.121,concluida,False
U0004,S000212,2026-05-12,2026-05-01,62,9.181,concluida,False
U0004,S000208,2026-05-16,2026-05-01,35,5.262,interrompida,False
U0004,S000219,2026-05-16,2026-05-01,127,17.54,concluida,False
U0004,S000220,2026-05-19,2026-05-01,169,28.175,concluida,False
U0004,S000218,2026-05-19,2026-05-01,130,20.293,concluida,False
U0004,S000216,2026-05-23,2026-05-01,58,9.685,concluida,False
U0004,S000211,2026-05-24,2026-05-01,128,21.185,concluida,False
U0004,S000213,2026-05-27,2026-05-01,73,11.859,concluida,False
U0004,S000207,2026-05-30,2026-05-01,84,13.771,concluida,False
U0004,S000222,2026-07-05,2026-07-01,61,9.998,interrompida,False
U0004,S000233,2026-07-07,2026-07-01,142,23.836,concluida,False
U0004,S000230,2026-07-10,2026-07-01,94,14.902,concluida,False
U0004,S000229,2026-07-11,2026-07-01,101,15.179,concluida,False
U0004,S000223,2026-07-15,2026-07-01,51,7.796,concluida,False
U0004,S000226,2026-07-15,2026-07-01,148,23.243,concluida,False
U0004,S000225,2026-07-18,2026-07-01,243,42.306,concluida,False
U0004,S000227,2026-07-20,2026-07-01,125,18.069,concluida,False
U0004,S000221,2026-07-24,2026-07-01,53,8.421,concluida,False
U0004,S000231,2026-07-27,2026-07-01,187,32.258,concluida,False
U0004,S000224,2026-07-28,2026-07-01,137,22.534,concluida,False
U0004,S000232,2026-07-31,2026-07-01,35,4.914,concluida,False
U0004,S000228,2026-07-31,2026-07-01,84,13.925,concluida,False
U0004,S000243,2026-08-10,2026-08-01,15,2.607,concluida,False
U0004,S000237,2026-08-14,2026-08-01,30,5.154,concluida,False
U0004,S000246,2026-08-19,2026-08-01,135,22.311,concluida,False
U0004,S000234,2026-08-20,2026-08-01,70,11.131,concluida,False
U0004,S000239,2026-08-21,2026-08-01,116,16.938,concluida,False
U0004,S000235,2026-08-21,2026-08-01,104,14.5,concluida,False
U0004,S000236,2026-08-22,2026-08-01,179,25.515,concluida,False
U0004,S000245,2026-08-24,2026-08-01,64,31.022,concluida,True
U0004,S000238,2026-08-25,2026-08-01,64,9.554,concluida,False
U0004,S000241,2026-08-27,2026-08-01,89,14.809,concluida,False
U0004,S000244,2026-08-28,2026-08-01,107,16.549,concluida,False
U0004,S000242,2026-08-29,2026-08-01,32,4.411,concluida,False
U0004,S000240,2026-08-30,2026-08-01,214,30.799,concluida,False
U0005,S000250,2026-03-02,2026-03-01,141,19.999,concluida,False
U0005,S000252,2026-03-08,2026-03-01,124,19.224,concluida,False
U0005,S000253,2026-03-14,2026-03-01,35,5.517,concluida,False
U0005,S000248,2026-03-16,2026-03-01,24,4.254,interrompida,False
U0005,S000247,2026-03-17,2026-03-01,158,22.228,concluida,False
U0005,S000251,2026-03-23,2026-03-01,184,29.609,concluida,False
U0005,S000254,2026-03-25,2026-03-01,76,12.346,concluida,False
U0005,S000249,2026-03-31,2026-03-01,139,71.878,concluida,True
U0005,S000255,2026-04-03,2026-04-01,317,50.145,concluida,False
U0005,S000259,2026-04-18,2026-04-01,308,49.948,concluida,False
U0005,S000256,2026-04-19,2026-04-01,67,9.581,concluida,False
U0005,S000257,2026-04-22,2026-04-01,91,14.905,concluida,False
U0005,S000258,2026-04-26,2026-04-01,64,9.864,concluida,False
U0005,S000262,2026-05-10,2026-05-01,78,11.24,concluida,False
U0005,S000263,2026-05-12,2026-05-01,198,30.002,concluida,False
U0005,S000261,2026-05-18,2026-05-01,46,7.901,concluida,False
U0005,S000260,2026-05-24,2026-05-01,92,14.601,concluida,False
U0005,S000268,2026-06-02,2026-06-01,119,19.243,concluida,False
U0005,S000271,2026-06-05,2026-06-01,95,16.523,concluida,False
U0005,S000269,2026-06-08,2026-06-01,91,12.737,concluida,False
U0005,S000270,2026-06-08,2026-06-01,277,38.537,concluida,False
U0005,S000267,2026-06-15,2026-06-01,76,10.882,concluida,False
U0005,S000272,2026-06-19,2026-06-01,100,16.583,concluida,False
U0005,S000274,2026-06-21,2026-06-01,26,3.982,concluida,False
U0005,S000264,2026-06-21,2026-06-01,156,23.439,concluida,False
U0005,S000266,2026-06-22,2026-06-01,105,16.534,concluida,False
U0005,S000273,2026-06-22,2026-06-01,79,11.503,concluida,False
U0005,S000265,2026-06-24,2026-06-01,231,38.833,concluida,False
U0005,S000276,2026-07-06,2026-07-01,103,16.194,concluida,False
U0005,S000282,2026-07-07,2026-07-01,107,15.458,concluida,False
U0005,S000285,2026-07-10,2026-07-01,29,4.37,concluida,False
U0005,S000278,2026-07-13,2026-07-01,59,8.664,concluida,False
U0005,S000280,2026-07-13,2026-07-01,11,1.767,interrompida,False
U0005,S000281,2026-07-16,2026-07-01,15,2.541,concluida,False
U0005,S000284,2026-07-18,2026-07-01,38,6.306,concluida,False
U0005,S000286,2026-07-25,2026-07-01,78,11.641,concluida,False
U0005,S000277,2026-07-26,2026-07-01,118,20.183,concluida,False
U0005,S000275,2026-07-26,2026-07-01,146,21.781,concluida,False
U0005,S000279,2026-07-28,2026-07-01,113,15.921,concluida,False
U0005,S000283,2026-07-30,2026-07-01,147,23.962,concluida,False
U0006,S000287,2026-03-01,2026-03-01,67,10.572,concluida,False
U0006,S000294,2026-03-01,2026-03-01,101,15.76,concluida,False
U0006,S000288,2026-03-05,2026-03-01,150,22.439,concluida,False
U0006,S000291,2026-03-06,2026-03-01,116,19.014,concluida,False
U0006,S000298,2026-03-07,2026-03-01,110,17.248,concluida,False
U0006,S000292,2026-03-17,2026-03-01,86,14.471,concluida,False
U0006,S000296,2026-03-17,2026-03-01,51,27.996,concluida,True
U0006,S000289,2026-03-18,2026-03-01,182,31.321,concluida,False
U0006,S000295,2026-03-22,2026-03-01,121,16.707,concluida,False
U0006,S000293,2026-03-25,2026-03-01,45,6.868,concluida,False
U0006,S000297,2026-03-26,2026-03-01,118,17.001,concluida,False
U0006,S000290,2026-03-31,2026-03-01,77,12.399,concluida,False
U0006,S000310,2026-04-01,2026-04-01,188,27.734,concluida,False
U0006,S000301,2026-04-02,2026-04-01,261,35.978,concluida,False
U0006,S000304,2026-04-02,2026-04-01,55,7.712,concluida,False
U0006,S000316,2026-04-04,2026-04-01,14,1.971,concluida,False
U0006,S000315,2026-04-04,2026-04-01,63,8.864,concluida,False
U0006,S000313,2026-04-05,2026-04-01,27,4.417,concluida,False
U0006,S000305,2026-04-06,2026-04-01,24,4.2,interrompida,False
U0006,S000303,2026-04-08,2026-04-01,121,20.636,concluida,False
U0006,S000309,2026-04-11,2026-04-01,49,8.119,concluida,False
U0006,S000314,2026-04-12,2026-04-01,37,5.212,concluida,False
U0006,S000299,2026-04-13,2026-04-01,60,9.493,concluida,False
U0006,S000308,2026-04-17,2026-04-01,26,4.504,concluida,False
U0006,S000311,2026-04-18,2026-04-01,79,12.113,concluida,False
U0006,S000302,2026-04-21,2026-04-01,105,15.713,concluida,False
U0006,S000300,2026-04-21,2026-04-01,31,5.038,interrompida,False
U0006,S000307,2026-04-22,2026-04-01,79,12.428,concluida,False
U0006,S000312,2026-04-25,2026-04-01,37,5.488,concluida,False
U0006,S000306,2026-04-30,2026-04-01,163,24.201,concluida,False
U0006,S000317,2026-05-01,2026-05-01,59,9.008,concluida,False
U0006,S000319,2026-05-09,2026-05-01,23,3.286,concluida,False
U0006,S000326,2026-05-11,2026-05-01,85,12.561,concluida,False
U0006,S000322,2026-05-11,2026-05-01,91,14.582,concluida,False
U0006,S000324,2026-05-11,2026-05-01,21,3.617,concluida,False
U0006,S000323,2026-05-14,2026-05-01,48,8.049,concluida,False
U0006,S000320,2026-05-16,2026-05-01,79,11.085,concluida,False
U0006,S000327,2026-05-19,2026-05-01,84,12.104,concluida,False
U0006,S000318,2026-05-19,2026-05-01,202,29.031,concluida,False
U0006,S000321,2026-05-20,2026-05-01,117,16.926,concluida,False
U0006,S000329,2026-05-27,2026-05-01,49,8.167,concluida,False
U0006,S000325,2026-05-31,2026-05-01,117,17.338,concluida,False
U0006,S000328,2026-05-31,2026-05-01,102,14.809,concluida,False
U0006,S000335,2026-06-04,2026-06-01,58,8.185,concluida,False
U0006,S000338,2026-06-04,2026-06-01,74,12.727,concluida,False
U0006,S000333,2026-06-04,2026-06-01,37,5.424,concluida,False
U0006,S000343,2026-06-08,2026-06-01,55,8.379,concluida,False
U0006,S000330,2026-06-09,2026-06-01,122,17.465,concluida,False
U0006,S000340,2026-06-11,2026-06-01,30,4.455,concluida,False
U0006,S000337,2026-06-12,2026-06-01,55,8.536,concluida,False
U0006,S000344,2026-06-13,2026-06-01,111,18.264,concluida,False
U0006,S000345,2026-06-13,2026-06-01,66,10.78,concluida,False
U0006,S000336,2026-06-15,2026-06-01,107,16.247,concluida,False
U0006,S000342,2026-06-17,2026-06-01,119,18.771,concluida,False
U0006,S000332,2026-06-18,2026-06-01,124,20.645,concluida,False
U0006,S000334,2026-06-19,2026-06-01,142,23.052,concluida,False
U0006,S000346,2026-06-19,2026-06-01,43,7.173,concluida,False
U0006,S000331,2026-06-20,2026-06-01,101,16.044,concluida,False
U0006,S000341,2026-06-21,2026-06-01,109,17.694,concluida,False
U0006,S000339,2026-06-26,2026-06-01,121,18.95,concluida,False
U0006,S000347,2026-07-09,2026-07-01,58,9.81,concluida,False
U0006,S000352,2026-07-14,2026-07-01,47,7.301,concluida,False
U0006,S000348,2026-07-20,2026-07-01,165,26.239,concluida,False
U0006,S000350,2026-07-22,2026-07-01,138,20.56,concluida,False
U0006,S000351,2026-07-23,2026-07-01,254,39.682,concluida,False
U0006,S000349,2026-07-27,2026-07-01,99,16.175,concluida,False
U0006,S000359,2026-08-09,2026-08-01,130,20.464,concluida,False
U0006,S000356,2026-08-14,2026-08-01,97,16.325,concluida,False
U0006,S000353,2026-08-18,2026-08-01,134,20.831,concluida,False
U0006,S000358,2026-08-19,2026-08-01,125,20.728,concluida,False
U0006,S000354,2026-08-20,2026-08-01,66,11.17,concluida,False
U0006,S000357,2026-08-26,2026-08-01,42,6.224,interrompida,False
U0006,S000355,2026-08-27,2026-08-01,33,5.704,concluida,False
U0007,S000361,2026-03-10,2026-03-01,108,37.615,concluida,False
U0007,S000362,2026-03-15,2026-03-01,93,32.354,concluida,False
U0007,S000360,2026-03-18,2026-03-01,36,12.513,concluida,False
U0007,S000364,2026-03-27,2026-03-01,177,59.13,concluida,False
U0007,S000363,2026-03-28,2026-03-01,70,22.383,concluida,False
U0007,S000366,2026-04-05,2026-04-01,92,30.601,concluida,False
U0007,S000365,2026-04-11,2026-04-01,94,27.867,concluida,False
U0007,S000367,2026-04-23,2026-04-01,91,25.91,concluida,False
U0007,S000368,2026-04-25,2026-04-01,148,48.039,concluida,False
U0007,S000371,2026-05-11,2026-05-01,110,30.27,concluida,False
U0007,S000369,2026-05-13,2026-05-01,125,35.067,concluida,False
U0007,S000370,2026-05-17,2026-05-01,96,28.359,concluida,False
U0007,S000372,2026-05-21,2026-05-01,54,17.611,concluida,False
U0007,S000375,2026-06-02,2026-06-01,62,77.482,concluida,True
U0007,S000376,2026-06-15,2026-06-01,77,21.179,concluida,False
U0007,S000374,2026-06-19,2026-06-01,75,23.294,concluida,False
U0007,S000373,2026-06-27,2026-06-01,102,31.75,concluida,False
U0007,S000379,2026-07-02,2026-07-01,64,20.536,concluida,False
U0007,S000383,2026-07-04,2026-07-01,91,27.478,concluida,False
U0007,S000385,2026-07-12,2026-07-01,91,26.447,concluida,False
U0007,S000381,2026-07-17,2026-07-01,12,3.956,interrompida,False
U0007,S000384,2026-07-21,2026-07-01,40,39.681,concluida,True
U0007,S000378,2026-07-21,2026-07-01,23,6.747,concluida,False
U0007,S000380,2026-07-21,2026-07-01,38,12.484,interrompida,False
U0007,S000382,2026-07-23,2026-07-01,47,14.571,concluida,False
U0007,S000377,2026-07-29,2026-07-01,41,12.183,concluida,False
U0007,S000394,2026-08-01,2026-08-01,178,49.832,concluida,False
U0007,S000388,2026-08-08,2026-08-01,95,30.312,concluida,False
U0007,S000387,2026-08-12,2026-08-01,62,18.48,concluida,False
U0007,S000393,2026-08-12,2026-08-01,48,15.604,concluida,False
U0007,S000392,2026-08-12,2026-08-01,35,10.437,concluida,False
U0007,S000391,2026-08-16,2026-08-01,104,29.46,concluida,False
U0007,S000390,2026-08-24,2026-08-01,73,21.657,concluida,False
U0007,S000389,2026-08-28,2026-08-01,56,18.104,concluida,False
U0007,S000386,2026-08-28,2026-08-01,278,78.217,concluida,False
U0007,S000395,2026-08-31,2026-08-01,140,42.586,concluida,False
U0008,S000406,2026-03-02,2026-03-01,148,50.027,concluida,False
U0008,S000397,2026-03-03,2026-03-01,121,33.976,concluida,False
U0008,S000400,2026-03-03,2026-03-01,109,33.448,concluida,False
U0008,S000402,2026-03-06,2026-03-01,53,18.279,concluida,False
U0008,S000403,2026-03-06,2026-03-01,267,75.91,concluida,False
U0008,S000405,2026-03-09,2026-03-01,112,38.808,concluida,False
U0008,S000399,2026-03-10,2026-03-01,96,29.48,concluida,False
U0008,S000398,2026-03-18,2026-03-01,279,84.719,concluida,False
U0008,S000401,2026-03-22,2026-03-01,73,63.851,concluida,True
U0008,S000396,2026-03-23,2026-03-01,190,53.398,concluida,False
U0008,S000404,2026-03-25,2026-03-01,43,11.918,concluida,False
U0008,S000408,2026-04-02,2026-04-01,141,42.539,concluida,False
U0008,S000411,2026-04-04,2026-04-01,112,36.33,concluida,False
U0008,S000407,2026-04-08,2026-04-01,124,38.727,concluida,False
