user_id,invoice_id,ref_month,total_kwh,total_amount,status
U0012,I000435,2026-06-01,159.361,376.17,pendente
U0012,I000578,2026-07-01,97.196,301.37,pendente
U0012,I000717,2026-08-01,31.257,218.57,pendente
U0013,I000013,2026-03-01,144.356,797.9,pendente
U0013,I000154,2026-04-01,124.0,704.4,pendente
U0013,I000296,2026-05-01,166.612,926.6,pendente
U0013,I000436,2026-06-01,137.348,803.4,pendente
U0013,I000579,2026-07-01,155.1,863.9,pendente
U0013,I000718,2026-08-01,141.767,656.55,revisao
U0014,I000014,2026-03-01,613.698,1390.6,revisao
U0014,I000155,2026-04-01,282.878,777.75,pendente
U0014,I000297,2026-05-01,227.407,614.55,pendente
U0014,I000437,2026-06-01,274.754,768.4,pendente
U0014,I000580,2026-07-01,442.214,1145.8,pendente
U0014,I000719,2026-08-01,465.765,1253.75,pendente
U0015,I000015,2026-03-01,424.302,1132.2,pendente
U0015,I000156,2026-04-01,219.481,623.05,pendente
U0015,I000298,2026-05-01,710.013,1332.8,revisao
U0015,I000438,2026-06-01,503.875,1343.85,pendente
U0015,I000581,2026-07-01,246.152,532.1,revisao
U0015,I000720,2026-08-01,116.755,306.0,pendente
U0016,I000016,2026-03-01,217.55,566.1,pendente
U0016,I000157,2026-04-01,297.763,848.3,pendente
U0016,I000299,2026-05-01,414.382,763.3,revisao
U0016,I000439,2026-06-01,259.559,543.15,revisao
U0017,I000017,2026-03-01,401.209,913.75,revisao
U0017,I000158,2026-04-01,499.034,1313.25,pendente
U0017,I000300,2026-05-01,340.613,717.4,revisao
U0017,I000440,2026-06-01,382.622,940.95,revisao
U0017,I000582,2026-07-01,389.663,1103.3,pendente
U0017,I000721,2026-08-01,507.376,1273.3,revisao
U0018,I000018,2026-03-01,37.776,300.9,pendente
U0018,I000159,2026-04-01,32.206,200.6,revisao
U0018,I000301,2026-05-01,113.334,940.95,pendente
U0018,I000441,2026-06-01,81.506,648.55,pendente
U0018,I000583,2026-07-01,82.557,680.0,pendente
U0018,I000722,2026-08-01,5.432,43.35,pendente
U0019,I000019,2026-03-01,466.304,1328.55,pendente
U0019,I000302,2026-05-01,768.311,1877.65,revisao
U0019,I000442,2026-06-01,560.381,1492.6,pendente
U0019,I000584,2026-07-01,383.344,1051.45,pendente
U0019,I000723,2026-08-01,601.048,1220.6,revisao
U0020,I000020,2026-03-01,191.094,520.2,pendente
U0020,I000160,2026-04-01,417.637,1151.75,pendente
U0020,I000303,2026-05-01,431.348,1184.05,pendente
U0020,I000443,2026-06-01,460.566,1259.7,pendente
U0020,I000585,2026-07-01,775.08,1977.95,revisao
U0021,I000021,2026-03-01,157.892,500.65,revisao
U0021,I000444,2026-06-01,157.757,828.75,pendente
U0021,I000586,2026-07-01,85.764,472.6,pendente
U0021,I000724,2026-08-01,146.279,604.35,revisao
U0022,I000022,2026-03-01,189.449,1370.2,revisao
U0022,I000161,2026-04-01,201.491,1627.75,pendente
U0022,I000304,2026-05-01,116.575,985.15,pendente
U0022,I000445,2026-06-01,127.907,1020.0,pendente
U0022,I000587,2026-07-01,164.141,1214.65,revisao
U0022,I000725,2026-08-01,105.363,869.55,pendente
U0023,I000023,2026-03-01,699.55,1348.95,revisao
U0023,I000162,2026-04-01,573.401,1417.8,revisao
U0023,I000305,2026-05-01,479.138,1301.35,pendente
U0023,I000446,2026-06-01,284.448,763.3,pendente
U0023,I000588,2026-07-01,444.845,1200.2,pendente
U0023,I000726,2026-08-01,97.101,259.25,pendente
U0024,I000024,2026-03-01,216.347,576.3,pendente
U0024,I000163,2026-04-01,594.392,1631.15,pendente
U0024,I000306,2026-05-01,297.949,805.8,pendente
U0024,I000447,2026-06-01,661.484,1487.5,revisao
U0024,I000589,2026-07-01,288.901,840.65,pendente
U0024,I000727,2026-08-01,504.648,1337.05,pendente
U0025,I000025,2026-03-01,348.343,974.95,pendente
U0025,I000164,2026-04-01,264.402,751.4,pendente
U0025,I000307,2026-05-01,312.913,855.1,pendente
U0025,I000448,2026-06-01,183.64,497.25,pendente
U0025,I000590,2026-07-01,231.302,657.05,pendente
U0025,I000728,2026-08-01,405.517,1108.4,pendente
U0026,I000026,2026-03-01,453.735,878.75,pendente
U0026,I000165,2026-04-01,506.188,922.75,pendente
U0026,I000308,2026-05-01,849.294,1278.6,revisao
U0026,I000449,2026-06-01,598.665,1107.55,pendente
U0026,I000591,2026-07-01,467.679,864.45,pendente
U0026,I000729,2026-08-01,767.933,1209.85,revisao
U0027,I000027,2026-03-01,81.395,653.65,pendente
U0027,I000166,2026-04-01,45.665,251.6,revisao
U0027,I000309,2026-05-01,180.344,1393.15,revisao
U0027,I000450,2026-06-01,52.816,446.25,pendente
U0027,I000730,2026-08-01,56.287,460.7,pendente
U0028,I000028,2026-03-01,664.196,1466.25,revisao
U0028,I000167,2026-04-01,433.245,1114.35,pendente
U0028,I000310,2026-05-01,338.418,897.6,pendente
U0028,I000451,2026-06-01,551.373,1484.95,pendente
U0028,I000592,2026-07-01,640.153,1820.7,pendente
U0028,I000731,2026-08-01,424.483,1153.45,pendente
U0029,I000029,2026-03-01,463.449,1326.85,pendente
U0029,I000168,2026-04-01,353.617,974.95,pendente
U0029,I000452,2026-06-01,242.733,634.95,pendente
U0029,I000593,2026-07-01,488.754,913.75,revisao
U0029,I000732,2026-08-01,381.205,1076.95,pendente
U0030,I000030,2026-03-01,32.928,248.2,pendente
U0030,I000169,2026-04-01,99.221,756.5,pendente
U0030,I000311,2026-05-01,47.738,377.4,pendente
U0030,I000453,2026-06-01,74.197,560.15,revisao
U0030,I000594,2026-07-01,81.784,676.6,pendente
U0030,I000733,2026-08-01,106.579,840.65,pendente
U0031,I000312,2026-05-01,122.012,657.05,pendente
U0031,I000454,2026-06-01,76.703,393.55,pendente
U0031,I000595,2026-07-01,109.357,434.35,revisao
U0031,I000734,2026-08-01,84.041,449.65,pendente
U0032,I000031,2026-03-01,394.731,984.3,revisao
U0032,I000170,2026-04-01,293.595,810.9,pendente
U0032,I000313,2026-05-01,433.604,1147.5,pendente
U0032,I000455,2026-06-01,425.919,1146.65,pendente
U0032,I000596,2026-07-01,405.859,1123.7,pendente
U0032,I000735,2026-08-01,386.312,1077.8,pendente
U0033,I000032,2026-03-01,69.647,285.6,revisao
U0033,I000171,2026-04-01,137.771,725.05,pendente
U0033,I000314,2026-05-01,161.613,721.65,revisao
U0033,I000456,2026-06-01,113.942,645.15,pendente
U0033,I000597,2026-07-01,192.149,1060.8,pendente
U0033,I000736,2026-08-01,48.434,214.2,revisao
U0034,I000033,2026-03-01,375.503,677.11,pendente
U0034,I000172,2026-04-01,431.489,724.97,pendente
U0034,I000315,2026-05-01,421.045,706.97,pendente
U0034,I000457,2026-06-01,329.7,553.77,revisao
U0034,I000598,2026-07-01,279.555,535.37,pendente
U0034,I000737,2026-08-01,197.35,442.17,pendente
U0035,I000034,2026-03-01,48.626,384.71,pendente
U0035,I000173,2026-04-01,28.283,285.37,pendente
U0035,I000316,2026-05-01,44.882,345.77,pendente
U0035,I000458,2026-06-01,29.926,291.77,pendente
U0035,I000599,2026-07-01,27.321,275.77,pendente
U0035,I000738,2026-08-01,28.101,276.97,pendente
U0036,I000035,2026-03-01,88.67,203.35,pendente
U0036,I000174,2026-04-01,313.485,423.9,revisao
U0036,I000317,2026-05-01,0.0,49.9,pendente
U0036,I000459,2026-06-01,41.279,124.15,pendente
U0036,I000600,2026-07-01,120.74,258.35,pendente
U0036,I000739,2026-08-01,148.815,294.65,pendente
U0037,I000036,2026-03-01,387.195,1038.7,pendente
U0037,I000175,2026-04-01,201.809,522.75,pendente
U0037,I000460,2026-06-01,338.513,937.55,pendente
U0037,I000601,2026-07-01,179.062,498.95,pendente
U0037,I000740,2026-08-01,289.055,804.1,pendente
U0038,I000037,2026-03-01,79.56,664.7,pendente
U0038,I000176,2026-04-01,76.661,646.0,pendente
U0038,I000318,2026-05-01,120.145,994.5,pendente
U0038,I000461,2026-06-01,152.538,670.65,revisao
U0038,I000602,2026-07-01,101.307,853.4,pendente
U0038,I000741,2026-08-01,71.622,564.4,pendente
U0039,I000038,2026-03-01,688.561,1280.25,pendente
U0039,I000177,2026-04-01,848.009,1530.5,pendente
U0039,I000319,2026-05-01,330.23,629.05,pendente
U0039,I000462,2026-06-01,516.02,973.9,pendente
U0039,I000603,2026-07-01,507.635,853.45,revisao
U0039,I000742,2026-08-01,379.071,738.5,pendente
U0040,I000039,2026-03-01,416.64,1129.65,pendente
U0040,I000178,2026-04-01,938.617,1928.65,revisao
U0040,I000320,2026-05-01,659.333,1335.35,revisao
U0040,I000463,2026-06-01,423.425,1186.6,pendente
U0040,I000604,2026-07-01,342.36,925.65,pendente
U0040,I000743,2026-08-01,461.272,1047.2,revisao
U0041,I000179,2026-04-01,415.055,1475.6,revisao
U0041,I000321,2026-05-01,310.284,1687.25,pendente
U0041,I000464,2026-06-01,240.102,1366.8,pendente
U0041,I000605,2026-07-01,277.76,1550.4,pendente
U0041,I000744,2026-08-01,390.215,1636.25,revisao
U0042,I000040,2026-03-01,93.424,249.05,pendente
U0042,I000180,2026-04-01,275.356,756.5,pendente
U0042,I000322,2026-05-01,279.951,811.75,pendente
U0042,I000465,2026-06-01,124.757,347.65,pendente
U0042,I000745,2026-08-01,63.687,187.85,pendente
U0043,I000041,2026-03-01,38.495,331.5,pendente
U0043,I000181,2026-04-01,58.799,496.4,pendente
U0043,I000323,2026-05-01,21.417,174.25,pendente
U0043,I000466,2026-06-01,23.983,192.1,pendente
U0043,I000606,2026-07-01,62.412,506.6,pendente
U0043,I000746,2026-08-01,17.034,142.8,pendente
U0044,I000042,2026-03-01,148.743,386.71,pendente
U0044,I000182,2026-04-01,376.405,387.37,revisao
U0044,I000324,2026-05-01,236.037,478.97,pendente
U0044,I000467,2026-06-01,282.504,542.97,pendente
U0044,I000607,2026-07-01,169.056,408.97,pendente
U0044,I000747,2026-08-01,615.934,820.57,revisao
U0045,I000043,2026-03-01,778.564,2070.6,pendente
U0045,I000183,2026-04-01,910.056,2345.15,revisao
U0045,I000325,2026-05-01,758.533,1820.7,revisao
U0045,I000468,2026-06-01,871.15,2375.75,pendente
U0045,I000608,2026-07-01,791.787,1874.25,revisao
U0045,I000748,2026-08-01,654.185,1552.95,revisao
U0046,I000044,2026-03-01,259.013,491.0,pendente
U0046,I000184,2026-04-01,196.112,403.55,pendente
U0046,I000326,2026-05-01,249.859,502.0,pendente
U0046,I000469,2026-06-01,369.601,735.75,pendente
U0046,I000609,2026-07-01,532.262,981.6,pendente
U0046,I000749,2026-08-01,447.26,841.35,pendente
U0047,I000045,2026-03-01,174.351,617.1,revisao
U0047,I000185,2026-04-01,147.474,798.15,pendente
U0047,I000327,2026-05-01,126.94,698.7,pendente
U0047,I000470,2026-06-01,263.209,1421.2,pendente
U0047,I000610,2026-07-01,87.361,470.05,pendente
U0047,I000750,2026-08-01,186.081,993.65,pendente
U0048,I000046,2026-03-01,273.038,1355.75,revisao
U0048,I000328,2026-05-01,263.704,1454.35,pendente
U0048,I000471,2026-06-01,243.723,1325.15,pendente
U0048,I000611,2026-07-01,254.418,1449.25,pendente
U0048,I000751,2026-08-01,346.062,1873.4,pendente
U0049,I000047,2026-03-01,221.605,1047.2,revisao
U0049,I000186,2026-04-01,248.271,1364.25,pendente
U0049,I000329,2026-05-01,217.253,1150.9,pendente
U0049,I000472,2026-06-01,329.371,1777.35,pendente
U0049,I000612,2026-07-01,122.128,654.5,pendente
U0049,I000752,2026-08-01,140.69,778.6,pendente
U0050,I000048,2026-03-01,284.847,776.05,pendente
U0050,I000330,2026-05-01,338.501,888.25,pendente
U0050,I000473,2026-06-01,210.635,583.95,pendente
U0050,I000613,2026-07-01,327.48,900.15,pendente
U0050,I000753,2026-08-01,406.211,1095.65,pendente
U0051,I000049,2026-03-01,181.487,885.11,pendente
U0051,I000187,2026-04-01,181.851,860.17,pendente
U0051,I000331,2026-05-01,181.198,808.57,revisao
U0051,I000474,2026-06-01,101.865,549.37,pendente
U0051,I000614,2026-07-01,196.482,902.17,pendente
U0051,I000754,2026-08-01,135.069,692.57,pendente
U0052,I000050,2026-03-01,438.325,603.2,revisao
U0052,I000188,2026-04-01,401.089,653.8,revisao
U0052,I000332,2026-05-01,407.148,703.85,revisao
U0052,I000475,2026-06-01,418.564,697.8,revisao
U0052,I000615,2026-07-01,334.795,641.15,pendente
U0052,I000755,2026-08-01,312.167,622.45,pendente
U0053,I000051,2026-03-01,199.285,440.31,pendente
U0053,I000189,2026-04-01,75.126,276.17,pendente
U0053,I000333,2026-05-01,338.583,638.17,pendente
U0053,I000476,2026-06-01,571.799,659.77,revisao
U0053,I000616,2026-07-01,341.264,612.97,pendente
U0053,I000756,2026-08-01,343.37,620.97,pendente
U0054,I000052,2026-03-01,123.363,486.05,pendente
U0054,I000190,2026-04-01,181.98,677.45,pendente
U0054,I000334,2026-05-01,123.723,480.0,pendente
U0054,I000477,2026-06-01,146.519,550.95,pendente
U0054,I000617,2026-07-01,134.603,524.55,pendente
U0054,I000757,2026-08-01,130.978,530.05,pendente
U0055,I000053,2026-03-01,318.127,897.6,pendente
U0055,I000478,2026-06-01,148.813,394.4,pendente
U0055,I000618,2026-07-01,169.56,455.6,pendente
U0055,I000758,2026-08-01,88.94,237.15,pendente
U0056,I000054,2026-03-01,268.627,784.31,revisao
U0056,I000191,2026-04-01,254.312,822.17,pendente
U0056,I000335,2026-05-01,217.912,736.97,pendente
U0056,I000479,2026-06-01,150.169,573.37,pendente
U0056,I000619,2026-07-01,228.119,768.97,pendente
U0056,I000759,2026-08-01,217.875,741.77,pendente
U0057,I000055,2026-03-01,215.179,597.55,pendente
U0057,I000192,2026-04-01,395.559,982.6,revisao
U0057,I000336,2026-05-01,403.008,1141.55,pendente
U0057,I000480,2026-06-01,380.438,793.05,revisao
U0057,I000620,2026-07-01,49.817,124.1,pendente
U0057,I000760,2026-08-01,207.236,559.3,pendente
U0058,I000056,2026-03-01,155.81,432.65,pendente
U0058,I000193,2026-04-01,294.844,810.9,pendente
U0058,I000337,2026-05-01,410.741,1048.05,revisao
U0058,I000481,2026-06-01,250.734,670.65,revisao
U0058,I000621,2026-07-01,558.362,1535.1,pendente
U0058,I000761,2026-08-01,248.039,686.8,pendente
U0059,I000057,2026-03-01,91.68,517.65,pendente
U0059,I000194,2026-04-01,101.187,551.65,pendente
U0059,I000338,2026-05-01,146.263,792.2,pendente
U0059,I000482,2026-06-01,192.577,1011.5,pendente
U0059,I000622,2026-07-01,186.402,1020.85,pendente
U0059,I000762,2026-08-01,152.241,831.3,pendente
U0060,I000195,2026-04-01,192.899,1033.6,pendente
U0060,I000483,2026-06-01,224.781,1201.05,revisao
U0060,I000763,2026-08-01,340.764,1552.95,revisao
U0061,I000058,2026-03-01,95.909,543.15,pendente
U0061,I000196,2026-04-01,151.783,798.15,pendente
U0061,I000339,2026-05-01,109.156,513.4,revisao
U0061,I000764,2026-08-01,60.689,345.1,pendente
U0062,I000059,2026-03-01,132.953,841.5,revisao
U0062,I000197,2026-04-01,68.887,538.05,pendente
U0062,I000340,2026-05-01,98.756,465.8,revisao
U0062,I000484,2026-06-01,51.039,381.65,pendente
U0062,I000623,2026-07-01,49.33,381.65,pendente
U0062,I000765,2026-08-01,32.956,244.8,pendente
U0063,I000060,2026-03-01,98.047,554.8,pendente
U0063,I000198,2026-04-01,75.223,388.15,revisao
U0063,I000341,2026-05-01,59.539,365.05,pendente
U0063,I000485,2026-06-01,65.453,381.0,pendente
U0063,I000624,2026-07-01,71.888,452.5,pendente
U0063,I000766,2026-08-01,79.213,277.05,revisao
U0064,I000061,2026-03-01,365.653,1020.0,pendente
U0064,I000199,2026-04-01,119.43,316.2,pendente
U0064,I000342,2026-05-01,190.995,521.9,pendente
U0064,I000486,2026-06-01,63.744,173.4,pendente
U0064,I000625,2026-07-01,73.887,214.2,pendente
U0064,I000767,2026-08-01,586.49,1590.35,pendente
U0065,I000200,2026-04-01,211.428,566.1,pendente
U0065,I000343,2026-05-01,128.028,339.15,pendente
U0065,I000487,2026-06-01,86.976,230.35,pendente
U0065,I000626,2026-07-01,74.144,192.95,pendente
U0065,I000768,2026-08-01,131.266,294.1,revisao
U0066,I000062,2026-03-01,101.058,573.75,pendente
U0066,I000201,2026-04-01,340.35,1405.05,revisao
U0066,I000344,2026-05-01,206.928,1130.5,pendente
U0066,I000488,2026-06-01,89.397,465.8,pendente
U0066,I000627,2026-07-01,120.182,674.9,pendente
U0066,I000769,2026-08-01,181.124,1009.8,pendente
U0067,I000063,2026-03-01,250.569,1171.3,revisao
U0067,I000202,2026-04-01,142.114,778.6,pendente
U0067,I000345,2026-05-01,106.336,575.45,pendente
U0067,I000489,2026-06-01,202.555,1099.05,pendente
U0067,I000628,2026-07-01,126.579,590.75,revisao
U0067,I000770,2026-08-01,174.365,750.55,revisao
U0068,I000064,2026-03-01,137.396,293.0,pendente
U0068,I000203,2026-04-01,76.712,186.85,pendente
U0068,I000346,2026-05-01,216.666,415.1,pendente
U0068,I000490,2026-06-01,73.533,178.05,pendente
U0068,I000629,2026-07-01,343.528,675.8,pendente
U0068,I000771,2026-08-01,208.66,427.75,pendente
U0069,I000065,2026-03-01,677.231,1728.9,revisao
U0069,I000204,2026-04-01,410.587,1089.7,revisao
U0069,I000347,2026-05-01,212.836,589.05,pendente
U0069,I000491,2026-06-01,405.44,1144.1,pendente
U0069,I000630,2026-07-01,326.403,857.65,pendente
U0069,I000772,2026-08-01,260.787,752.25,pendente
U0070,I000066,2026-03-01,270.386,537.91,pendente
U0070,I000205,2026-04-01,532.649,711.37,revisao
U0070,I000348,2026-05-01,231.426,479.77,pendente
U0070,I000492,2026-06-01,250.68,513.37,pendente
U0070,I000631,2026-07-01,348.303,504.57,revisao
U0070,I000773,2026-08-01,508.485,703.37,revisao
U0071,I000067,2026-03-01,702.783,1262.1,pendente
U0071,I000206,2026-04-01,359.087,679.65,pendente
U0071,I000349,2026-05-01,234.109,383.75,revisao
U0071,I000493,2026-06-01,655.593,1190.05,pendente
U0071,I000632,2026-07-01,478.658,695.05,revisao
U0071,I000774,2026-08-01,273.309,535.55,pendente
U0072,I000068,2026-03-01,49.04,391.85,pendente
U0072,I000207,2026-04-01,138.897,1111.8,pendente
U0072,I000350,2026-05-01,72.699,567.8,pendente
U0072,I000633,2026-07-01,106.303,884.0,pendente
U0072,I000775,2026-08-01,46.222,371.45,pendente
U0073,I000069,2026-03-01,74.249,373.15,pendente
U0073,I000208,2026-04-01,125.497,681.7,pendente
U0073,I000494,2026-06-01,202.847,1118.6,pendente
U0073,I000776,2026-08-01,191.915,841.5,revisao
U0074,I000070,2026-03-01,157.998,596.05,pendente
U0074,I000209,2026-04-01,0.0,49.9,pendente
U0074,I000351,2026-05-01,80.058,330.4,pendente
U0074,I000495,2026-06-01,0.0,49.9,pendente
U0074,I000634,2026-07-01,160.923,624.1,pendente
U0074,I000777,2026-08-01,11.416,88.4,pendente
U0075,I000071,2026-03-01,78.127,450.3,pendente
U0075,I000210,2026-04-01,18.548,152.75,pendente
U0075,I000352,2026-05-01,0.0,49.9,pendente
U0075,I000496,2026-06-01,0.0,49.9,pendente
U0075,I000635,2026-07-01,29.647,219.85,pendente
U0075,I000778,2026-08-01,23.252,167.05,pendente
U0076,I000072,2026-03-01,165.417,344.7,pendente
U0076,I000211,2026-04-01,46.512,134.05,pendente
U0076,I000353,2026-05-01,0.0,49.9,pendente
U0076,I000497,2026-06-01,58.608,155.5,pendente
U0076,I000636,2026-07-01,0.0,49.9,pendente
U0076,I000779,2026-08-01,88.512,210.5,pendente
U0077,I000073,2026-03-01,93.025,371.1,pendente
U0077,I000212,2026-04-01,245.498,847.4,revisao
U0077,I000354,2026-05-01,251.552,933.75,pendente
U0077,I000498,2026-06-01,122.704,500.35,pendente
U0077,I000637,2026-07-01,196.165,723.1,pendente
U0077,I000780,2026-08-01,212.238,798.45,pendente
U0078,I000074,2026-03-01,285.676,1473.9,revisao
U0078,I000213,2026-04-01,268.282,1093.95,revisao
U0078,I000355,2026-05-01,154.736,876.35,pendente
U0078,I000638,2026-07-01,150.257,830.45,pendente
U0078,I000781,2026-08-01,218.279,1066.75,revisao
U0079,I000075,2026-03-01,369.329,1020.85,pendente
U0079,I000214,2026-04-01,538.652,1462.85,pendente
U0079,I000356,2026-05-01,462.204,1296.25,pendente
U0079,I000639,2026-07-01,606.223,1659.2,pendente
U0079,I000782,2026-08-01,485.137,1278.4,pendente
U0080,I000076,2026-03-01,215.892,1728.05,pendente
U0080,I000215,2026-04-01,391.779,2872.15,revisao
U0080,I000357,2026-05-01,199.604,1576.75,pendente
U0080,I000499,2026-06-01,172.636,1417.8,pendente
U0080,I000640,2026-07-01,238.939,1676.2,revisao
U0080,I000783,2026-08-01,216.563,1813.9,pendente
U0081,I000077,2026-03-01,316.244,508.05,revisao
U0081,I000216,2026-04-01,339.53,661.5,pendente
U0081,I000358,2026-05-01,194.35,390.35,pendente
U0081,I000500,2026-06-01,418.93,801.75,pendente
U0081,I000641,2026-07-01,233.67,485.5,pendente
U0081,I000784,2026-08-01,492.002,940.35,pendente
U0082,I000078,2026-03-01,174.426,922.25,pendente
U0082,I000217,2026-04-01,91.671,500.65,pendente
U0082,I000359,2026-05-01,405.729,2253.35,pendente
U0082,I000501,2026-06-01,272.029,1458.6,pendente
U0082,I000642,2026-07-01,265.315,1474.75,pendente
U0082,I000785,2026-08-01,324.856,1819.0,pendente
U0083,I000218,2026-04-01,201.855,1085.45,pendente
U0083,I000360,2026-05-01,221.396,1088.85,revisao
U0083,I000502,2026-06-01,119.023,653.65,pendente
U0083,I000786,2026-08-01,158.23,894.2,pendente
U0084,I000079,2026-03-01,131.676,739.5,pendente
U0084,I000219,2026-04-01,80.948,429.25,pendente
U0084,I000361,2026-05-01,160.738,812.6,revisao
U0084,I000503,2026-06-01,78.735,435.2,pendente
U0084,I000643,2026-07-01,34.565,187.85,pendente
U0084,I000787,2026-08-01,191.961,936.7,revisao
U0085,I000080,2026-03-01,686.689,1944.8,pendente
U0085,I000220,2026-04-01,517.054,1394.85,pendente
U0085,I000362,2026-05-01,312.624,856.8,pendente
U0085,I000504,2026-06-01,625.888,1385.5,revisao
U0085,I000644,2026-07-01,465.596,1232.5,pendente
U0085,I000788,2026-08-01,396.581,1089.7,pendente
U0086,I000081,2026-03-01,338.729,946.9,pendente
U0086,I000221,2026-04-01,416.489,1127.95,pendente
U0086,I000363,2026-05-01,350.783,960.5,pendente
U0086,I000505,2026-06-01,298.293,829.6,pendente
U0086,I000645,2026-07-01,108.734,286.45,pendente
U0086,I000789,2026-08-01,135.515,389.3,pendente
U0087,I000082,2026-03-01,106.376,421.15,pendente
U0087,I000222,2026-04-01,86.222,275.95,revisao
U0087,I000364,2026-05-01,85.584,340.85,pendente
U0087,I000506,2026-06-01,158.983,590.0,pendente
U0087,I000646,2026-07-01,163.782,614.2,pendente
U0087,I000790,2026-08-01,85.524,356.25,pendente
U0088,I000083,2026-03-01,123.558,640.05,pendente
U0088,I000223,2026-04-01,312.031,1668.55,pendente
U0088,I000365,2026-05-01,319.91,1570.8,revisao
U0088,I000647,2026-07-01,155.681,820.25,pendente
U0088,I000791,2026-08-01,160.298,844.05,pendente
U0089,I000084,2026-03-01,0.0,49.9,pendente
U0089,I000224,2026-04-01,191.294,143.4,revisao
U0089,I000366,2026-05-01,51.712,145.05,pendente
U0089,I000507,2026-06-01,7.807,63.1,pendente
U0089,I000648,2026-07-01,5.096,58.7,pendente
U0089,I000792,2026-08-01,19.564,81.8,pendente
U0090,I000085,2026-03-01,68.953,567.8,pendente
U0090,I000225,2026-04-01,143.111,1198.5,pendente
U0090,I000367,2026-05-01,133.888,694.45,revisao
U0090,I000508,2026-06-01,78.24,634.1,pendente
U0090,I000793,2026-08-01,57.284,471.75,pendente
U0091,I000086,2026-03-01,340.972,935.85,pendente
U0091,I000226,2026-04-01,480.218,1264.8,pendente
U0091,I000368,2026-05-01,345.626,788.8,revisao
U0091,I000509,2026-06-01,495.463,1371.9,pendente
U0091,I000649,2026-07-01,544.302,1480.7,revisao
